OBJECTID,Pole_id,Pole_i_type,Quantity,Note_
"40,892","2,036,235",1,2,
"40,893","2,036,236",1,4,
"40,894","2,036,237",1,3,
"40,895","2,036,238",1,3,
"40,896","2,036,239",1,7,
"40,897","2,036,240",1,4,
"40,898","2,036,241",1,8,
"40,899","2,036,243",1,2,
"40,900","2,036,242",1,4,
"40,901","2,036,244",1,2,
"40,902","2,036,245",1,4,
"40,903","2,036,249",1,2,
"40,904","2,036,250",1,2,
"40,905","2,036,251",1,2,
"40,906","2,036,246",1,1,
"40,907","2,036,247",1,2,
"40,908","2,036,248",1,2,
"40,909","2,036,255",1,1,
"40,910","2,036,256",1,3,
"40,911","2,036,257",1,6,
"40,912","2,036,252",1,4,
"40,913","2,036,253",1,2,
"40,914","2,036,261",1,3,
"40,915","2,036,262",1,3,
"40,916","2,036,263",1,3,
"40,917","2,036,258",1,8,
"40,918","2,036,259",1,6,
"40,919","2,036,260",1,4,
"40,920","2,036,267",1,4,
"40,921","2,036,268",1,3,
"40,922","2,036,269",1,3,
"40,923","2,036,264",1,3,
"40,924","2,036,265",1,3,
"40,925","2,036,266",1,2,
"40,926","2,036,273",1,2,
"40,927","2,036,274",1,4,
"40,928","2,036,275",1,3,
"40,929","2,036,270",1,3,
"40,930","2,036,271",1,3,
"40,931","2,036,272",1,4,
"40,932","2,035,306",1,4,
"40,933","2,035,307",1,4,
"40,934","2,035,308",1,8,
"40,935","2,035,309",1,2,
"40,936","2,035,310",1,3,
"40,937","2,035,314",1,4,
"40,938","2,035,315",1,5,
"40,939","2,035,316",1,5,
"40,940","2,035,320",1,5,
"40,941","2,035,321",1,5,
"40,942","2,035,322",1,5,
"40,943","2,035,317",1,5,
"40,944","2,035,318",1,5,
"40,945","2,035,319",1,5,
"40,946","2,035,323",1,3,
"40,947","2,035,324",1,2,
"40,948","2,035,325",1,2,
"40,949","2,035,326",1,4,
"40,950","2,035,327",1,4,
"40,951","2,035,328",1,3,
"40,952","2,035,329",1,3,
"40,953","2,035,330",1,4,
"40,954","2,035,331",1,2,
"40,955","2,035,332",1,4,
"40,956","2,036,207",1,4,
"40,957","2,036,210",1,5,
"40,958","2,036,211",1,4,
"40,959","2,036,213",1,1,
"40,960","2,036,219",1,5,
"40,961","2,036,220",1,4,
"40,962","2,035,231",1,2,
"40,963","2,035,232",1,3,
"40,964","2,035,235",1,2,
"40,965","2,035,236",1,4,
"40,966","2,035,243",1,1,
"40,967","2,035,242",1,1,
"40,968","2,035,239",4,1,
"40,969","2,036,953",1,6,
"40,970","2,036,954",1,7,
"40,971","2,036,955",1,6,
"40,972","2,036,959",1,2,
"40,973","2,036,960",1,3,
"40,974","2,036,961",1,5,
"40,975","2,036,962",1,4,
"40,976","2,036,963",1,9,
"40,977","2,036,964",1,5,
"40,978","2,036,967",1,5,
"40,979","2,036,968",1,4,
"40,980","2,036,969",1,6,
"40,981","2,036,973",1,4,
"40,982","2,036,970",1,2,
"40,983","2,036,971",3,1,
"40,984","2,036,972",1,2,
"40,985","2,036,974",1,6,
"40,986","2,036,976",1,8,
"40,987","2,036,978",1,3,
"40,988","2,036,979",1,4,
"40,989","2,036,980",1,4,
"40,990","2,036,981",1,4,
"40,991","2,036,985",1,6,
"40,992","2,036,986",1,4,
"40,993","2,036,987",1,4,
"40,994","2,036,982",1,10,
"40,995","2,036,983",1,5,
"40,996","2,036,984",1,5,
"40,997","2,036,991",1,7,
"40,998","2,036,992",1,5,
"40,999","2,036,993",1,6,
"41,000","2,036,988",1,4,
"41,001","2,036,989",1,4,
"41,002","2,036,990",1,6,
"41,003","2,036,997",1,2,
"41,004","2,036,998",1,4,
"41,005","2,036,999",1,6,
"41,006","2,036,994",1,6,
"41,007","2,036,995",1,7,
"41,008","2,036,996",1,4,
"41,009","2,037,005",1,1,
"41,010","2,037,000",1,5,
"41,011","2,037,001",1,2,
"41,012","2,037,002",1,4,
"41,013","2,037,003",1,2,
"41,014","2,037,004",1,2,
"41,015","2,037,006",1,6,
"41,016","2,037,039",1,5,
"41,017","2,037,007",1,4,
"41,018","2,037,008",1,8,
"41,019","2,037,011",1,6,
"41,020","2,037,012",1,13,
"41,021","2,037,013",1,7,
"41,022","2,037,014",1,2,
"41,023","2,037,015",1,4,
"41,024","2,037,021",1,3,
"41,025","2,037,022",1,3,
"41,026","2,037,023",3,4,
"41,027","2,037,018",1,2,
"41,028","2,037,027",1,2,
"41,029","2,037,028",1,2,
"41,030","2,037,029",1,8,
"41,031","2,037,024",1,4,
"41,032","2,037,025",1,2,
"41,033","2,037,026",1,2,
"41,034","2,037,033",1,10,
"41,035","2,037,034",1,5,
"41,036","2,037,035",1,3,
"41,037","2,037,030",1,4,
"41,038","2,037,031",1,4,
"41,039","2,037,032",1,5,
"41,040","2,037,040",1,4,
"41,041","2,037,036",1,8,
"41,042","2,037,037",1,5,
"41,043","2,037,038",1,2,
"41,044","2,037,042",1,2,
"41,045","2,037,043",4,6,
"41,046","2,037,044",1,3,
"41,047","2,037,045",1,2,
"41,048","2,037,046",1,2,
"41,049","2,037,047",1,2,
"41,050","2,037,048",1,4,
"41,051","2,035,786",1,8,
"41,052","2,035,787",1,12,
"41,053","2,035,788",1,8,
"41,054","2,035,789",1,12,
"41,055","2,035,790",1,4,
"41,056","2,035,791",1,6,
"41,057","2,035,795",1,8,
"41,058","2,035,796",1,8,
"41,059","2,035,797",1,4,
"41,060","2,035,792",1,6,
"41,061","2,035,793",1,6,
"41,062","2,035,794",1,8,
"41,063","2,035,798",1,9,
"41,064","2,035,799",1,6,
"41,065","2,035,800",1,7,
"41,066","2,035,801",1,6,
"41,067","2,035,802",1,6,
"41,068","2,035,803",1,5,
"41,069","2,035,804",1,7,
"41,070","2,035,805",1,5,
"41,071","2,035,806",1,6,
"41,072","2,035,807",1,5,
"41,073","2,035,808",1,6,
"41,074","2,035,809",1,12,
"41,075","2,035,810",1,4,
"41,076","2,035,811",1,3,
"41,077","2,035,811",4,1,
"41,078","2,035,812",1,3,
"41,079","2,035,813",1,4,
"41,080","2,035,814",1,4,
"41,081","2,035,815",1,6,
"41,082","2,035,819",1,6,
"41,083","2,035,820",1,7,
"41,084","2,035,821",1,2,
"41,085","2,035,816",1,4,
"41,086","2,035,817",1,4,
"41,087","2,035,818",1,6,
"41,088","2,035,825",1,4,
"41,089","2,035,826",1,5,
"41,090","2,035,827",1,2,
"41,091","2,035,822",1,4,
"41,092","2,035,823",1,4,
"41,093","2,035,824",1,4,
"41,094","2,035,831",1,7,
"41,095","2,035,832",1,4,
"41,096","2,035,833",1,2,
"41,097","2,035,833",3,1,
"41,098","2,035,828",1,2,
"41,099","2,035,829",1,4,
"41,100","2,035,830",1,4,
"41,101","2,035,834",1,4,
"41,102","2,035,835",1,6,
"41,103","2,035,836",1,4,
"41,104","2,035,837",1,4,
"41,105","2,035,838",1,4,
"41,106","2,035,839",1,8,
"41,107","2,035,840",1,16,
"41,108","2,035,841",1,10,
"41,109","2,035,842",1,2,
"41,110","2,035,843",1,2,
"41,111","2,035,844",1,2,
"41,112","2,035,845",1,2,
"41,113","2,035,846",1,4,
"41,114","2,035,847",1,6,
"41,115","2,035,848",1,3,
"41,116","2,035,849",1,3,
"41,117","2,035,850",1,3,
"41,118","2,035,851",1,5,
"41,119","2,035,855",1,4,
"41,120","2,035,856",1,5,
"41,121","2,035,857",1,4,
"41,122","2,035,852",1,4,
"41,123","2,035,853",1,5,
"41,124","2,035,854",1,5,
"41,125","2,035,861",1,4,
"41,126","2,035,862",1,2,
"41,127","2,035,863",1,4,
"41,128","2,035,858",1,5,
"41,129","2,035,859",1,6,
"41,130","2,035,860",1,4,
"41,131","2,035,867",1,3,
"41,132","2,035,868",1,2,
"41,133","2,035,869",1,2,
"41,134","2,035,864",1,4,
"41,135","2,035,865",1,3,
"41,136","2,035,866",1,3,
"41,137","2,035,870",1,4,
"41,138","2,035,871",1,4,
"41,139","2,035,872",1,4,
"41,140","2,035,873",1,2,
"41,141","2,035,874",1,4,
"41,142","2,035,875",1,4,
"41,143","2,035,879",1,4,
"41,144","2,035,880",1,4,
"41,145","2,035,881",1,2,
"41,146","2,035,876",1,5,
"41,147","2,035,877",1,4,
"41,148","2,035,878",1,4,
"41,149","2,035,885",1,2,
"41,150","2,035,886",1,5,
"41,151","2,035,887",1,5,
"41,152","2,035,882",1,4,
"41,153","2,035,883",1,5,
"41,154","2,035,884",1,4,
"41,155","2,035,891",1,4,
"41,156","2,035,892",1,5,
"41,157","2,035,893",1,4,
"41,158","2,035,888",1,5,
"41,159","2,035,889",1,5,
"41,160","2,035,890",1,3,
"41,161","2,035,897",1,2,
"41,162","2,035,898",1,2,
"41,163","2,035,899",1,2,
"41,164","2,035,894",1,4,
"41,165","2,035,895",1,4,
"41,166","2,035,896",1,3,
"41,167","2,035,900",1,2,
"41,168","2,035,901",1,2,
"41,169","2,035,902",1,4,
"41,170","2,035,903",1,2,
"41,171","2,035,904",1,4,
"41,172","2,035,905",1,4,
"41,173","2,034,851",1,6,
"41,174","2,034,852",1,4,
"41,175","2,034,853",1,3,
"41,176","2,034,854",1,6,
"41,177","2,034,855",1,2,
"41,178","2,034,856",1,5,
"41,179","2,034,857",1,4,
"41,180","2,034,858",1,3,
"41,181","2,034,859",1,2,
"41,182","2,034,860",1,2,
"41,183","2,034,861",1,2,
"41,184","2,034,862",1,5,
"41,185","2,037,167",1,4,
"41,186","2,034,863",1,2,
"41,187","2,034,868",1,4,
"41,188","2,034,869",1,2,
"41,189","2,034,872",1,4,
"41,190","2,034,874",1,4,
"41,191","2,034,877",1,4,
"41,192","2,034,878",1,6,
"41,193","2,034,879",1,4,
"41,194","2,034,880",1,4,
"41,195","2,034,881",1,4,
"41,196","2,034,882",1,5,
"41,197","2,034,883",1,2,
"41,198","2,034,884",1,2,
"41,199","2,034,885",1,10,
"41,200","2,034,886",1,3,
"41,201","2,034,887",1,5,
"41,202","2,034,888",1,5,
"41,203","2,034,889",1,4,
"41,204","2,034,890",1,5,
"41,205","2,034,891",1,4,
"41,206","2,034,892",1,8,
"41,207","2,034,893",1,4,
"41,208","2,034,894",1,4,
"41,209","2,034,895",1,3,
"41,210","2,034,896",1,3,
"41,211","2,034,897",1,4,
"41,212","2,034,898",1,3,
"41,213","2,034,899",1,3,
"41,214","2,034,900",1,3,
"41,215","2,034,901",1,4,
"41,216","2,034,902",1,4,
"41,217","2,034,903",1,4,
"41,218","2,034,904",1,2,
"41,219","2,034,905",1,5,
"41,220","2,034,906",1,2,
"41,221","2,034,907",1,2,
"41,222","2,034,908",1,3,
"41,223","2,034,909",1,2,
"41,224","2,034,910",1,4,
"41,225","2,034,911",1,2,
"41,226","2,034,912",1,8,
"41,227","2,034,913",1,4,
"41,228","2,034,916",1,6,
"41,229","2,034,917",1,12,
"41,230","2,034,918",1,12,
"41,231","2,034,919",1,12,
"41,232","2,034,920",1,20,
"41,233","2,034,921",1,5,
"41,234","2,034,922",1,5,
"41,235","2,034,923",1,12,
"41,236","2,034,924",1,12,
"41,237","2,034,925",1,8,
"41,238","2,034,926",1,4,
"41,239","2,034,927",1,2,
"41,240","2,034,928",1,4,
"41,241","2,034,929",1,4,
"41,242","2,034,930",1,4,
"41,243","2,034,931",1,4,
"41,244","2,034,932",1,4,
"41,245","2,034,933",1,4,
"41,246","2,034,934",1,4,
"41,247","2,034,935",1,4,
"41,248","2,034,936",1,4,
"41,249","2,034,941",1,5,
"41,250","2,034,942",1,4,
"41,251","2,034,943",1,4,
"41,252","2,034,944",1,5,
"41,253","2,034,945",1,4,
"41,254","2,034,946",1,4,
"41,255","2,034,947",1,4,
"41,256","2,034,948",1,8,
"41,257","2,034,952",1,4,
"41,258","2,034,953",1,9,
"41,259","2,034,954",1,4,
"41,260","2,034,949",1,4,
"41,261","2,034,950",1,4,
"41,262","2,034,951",1,5,
"41,263","2,034,958",1,5,
"41,264","2,034,959",1,5,
"41,265","2,034,960",1,4,
"41,266","2,034,955",1,4,
"41,267","2,034,956",1,8,
"41,268","2,034,957",1,5,
"41,269","2,034,961",1,5,
"41,270","2,034,962",1,4,
"41,271","2,034,963",1,4,
"41,272","2,034,964",1,3,
"41,273","2,034,965",1,4,
"41,274","2,034,966",1,4,
"41,275","2,034,970",1,4,
"41,276","2,034,967",1,2,
"41,277","2,034,968",1,4,
"41,278","2,034,969",1,4,
"41,279","2,036,533",1,10,
"41,280","2,036,534",1,12,
"41,281","2,036,535",1,10,
"41,282","2,036,536",1,10,
"41,283","2,036,537",1,5,
"41,284","2,036,538",1,4,
"41,285","2,036,539",1,5,
"41,286","2,036,540",1,4,
"41,287","2,036,541",1,2,
"41,288","2,036,542",1,2,
"41,289","2,036,543",1,2,
"41,290","2,036,544",1,1,
"41,291","2,036,548",1,3,
"41,292","2,036,549",1,4,
"41,293","2,036,550",1,3,
"41,294","2,036,545",1,5,
"41,295","2,036,546",1,3,
"41,296","2,036,547",1,2,
"41,297","2,036,554",1,5,
"41,298","2,036,555",1,5,
"41,299","2,036,556",1,4,
"41,300","2,036,551",1,5,
"41,301","2,036,552",1,4,
"41,302","2,036,553",1,4,
"41,303","2,036,557",1,5,
"41,304","2,036,558",1,4,
"41,305","2,036,559",1,4,
"41,306","2,036,560",1,5,
"41,307","2,036,562",1,5,
"41,308","2,036,561",1,2,
"41,309","2,036,566",1,5,
"41,310","2,036,567",1,4,
"41,311","2,036,564",1,2,
"41,312","2,036,565",1,2,
"41,313","2,036,572",1,4,
"41,314","2,036,573",1,5,
"41,315","2,036,574",1,4,
"41,316","2,036,569",1,4,
"41,317","2,036,570",1,5,
"41,318","2,036,571",1,5,
"41,319","2,036,578",1,5,
"41,320","2,036,579",1,5,
"41,321","2,036,580",1,5,
"41,322","2,036,575",1,5,
"41,323","2,036,576",1,5,
"41,324","2,036,577",1,5,
"41,325","2,036,581",1,5,
"41,326","2,036,582",1,5,
"41,327","2,036,583",1,2,
"41,328","2,036,584",1,3,
"41,329","2,036,585",1,11,
"41,330","2,036,587",1,10,
"41,331","2,036,590",1,5,
"41,332","2,036,591",1,5,
"41,333","2,036,592",1,5,
"41,334","2,036,586",1,2,
"41,335","2,036,588",1,12,
"41,336","2,036,589",1,5,
"41,337","2,036,593",1,5,
"41,338","2,036,594",1,5,
"41,339","2,036,595",1,5,
"41,340","2,036,602",1,4,
"41,341","2,036,603",1,4,
"41,342","2,036,604",1,4,
"41,343","2,036,608",1,3,
"41,344","2,036,609",1,5,
"41,345","2,036,610",1,3,
"41,346","2,036,605",1,3,
"41,347","2,036,606",1,6,
"41,348","2,036,607",1,5,
"41,349","2,036,614",1,2,
"41,350","2,036,615",1,2,
"41,351","2,036,616",1,3,
"41,352","2,036,611",1,4,
"41,353","2,036,612",1,3,
"41,354","2,036,613",1,5,
"41,355","2,036,617",1,3,
"41,356","2,036,618",1,3,
"41,357","2,036,619",1,2,
"41,358","2,036,620",1,3,
"41,359","2,036,621",1,4,
"41,360","2,036,622",1,4,
"41,361","2,036,626",4,7,
"41,362","2,036,623",1,4,
"41,363","2,036,624",1,3,
"41,364","2,036,625",1,4,
"41,365","2,036,628",1,6,
"41,366","2,036,629",1,2,
"41,367","2,034,771",1,11,
"41,368","2,034,772",1,8,
"41,369","2,034,773",1,5,
"41,370","2,034,774",1,3,
"41,371","2,034,775",1,2,
"41,372","2,034,776",1,13,
"41,373","2,034,777",1,5,
"41,374","2,034,778",1,5,
"41,375","2,034,779",1,5,
"41,376","2,034,780",1,11,
"41,377","2,034,781",1,4,
"41,378","2,034,782",1,4,
"41,379","2,034,786",1,5,
"41,380","2,034,787",1,4,
"41,381","2,034,788",1,3,
"41,382","2,034,783",1,5,
"41,383","2,034,784",1,13,
"41,384","2,034,785",1,5,
"41,385","2,034,789",1,5,
"41,386","2,034,790",1,5,
"41,387","2,034,791",1,3,
"41,388","2,034,792",2,2,
"41,389","2,034,793",1,2,
"41,390","2,034,794",1,4,
"41,391","2,034,798",1,4,
"41,392","2,034,799",1,3,
"41,393","2,034,800",1,4,
"41,394","2,034,795",1,9,
"41,395","2,034,796",1,4,
"41,396","2,034,797",1,5,
"41,397","2,034,804",1,3,
"41,398","2,034,805",1,3,
"41,399","2,034,806",1,2,
"41,400","2,034,801",1,6,
"41,401","2,034,802",1,3,
"41,402","2,034,803",1,3,
"41,403","2,034,807",1,2,
"41,404","2,034,808",1,5,
"41,405","2,034,809",1,2,
"41,406","2,034,810",1,3,
"41,407","2,034,811",1,3,
"41,408","2,034,812",1,4,
"41,409","2,034,816",1,4,
"41,410","2,034,817",2,4,
"41,411","2,034,818",3,4,
"41,412","2,034,813",1,3,
"41,413","2,034,814",1,3,
"41,414","2,034,815",1,4,
"41,415","2,034,819",1,4,
"41,416","2,034,820",1,4,
"41,417","2,034,821",1,3,
"41,418","2,034,822",1,4,
"41,419","2,034,823",1,5,
"41,420","2,034,824",1,5,
"41,421","2,034,825",1,5,
"41,422","2,034,826",1,5,
"41,423","2,034,827",1,5,
"41,424","2,034,828",1,5,
"41,425","2,034,829",1,5,
"41,426","2,034,830",1,5,
"41,427","2,034,831",1,4,
"41,428","2,034,832",1,5,
"41,429","2,034,833",1,5,
"41,430","2,034,834",1,4,
"41,431","2,034,835",1,9,
"41,432","2,034,836",1,5,
"41,433","2,034,841",1,4,
"41,434","2,034,842",1,5,
"41,435","2,034,837",1,5,
"41,436","2,034,838",1,5,
"41,437","2,034,839",1,5,
"41,438","2,034,844",1,3,
"41,439","2,034,843",1,7,
"41,440","2,034,845",1,5,
"41,441","2,034,846",1,5,
"41,442","2,034,847",1,4,
"41,443","2,034,848",1,4,
"41,444","2,034,849",1,4,
"41,445","2,035,715",1,7,
"41,446","2,035,716",1,7,
"41,447","2,035,717",1,6,
"41,448","2,035,718",1,1,
"41,449","2,035,719",1,2,
"41,450","2,035,720",1,5,
"41,451","2,035,721",1,2,
"41,452","2,035,722",1,2,
"41,453","2,035,723",1,4,
"41,454","2,035,724",1,6,
"41,455","2,035,725",1,6,
"41,456","2,035,726",1,4,
"41,457","2,035,731",1,2,
"41,458","2,035,732",1,8,
"41,459","2,035,727",1,6,
"41,460","2,035,728",1,4,
"41,461","2,035,734",1,11,
"41,462","2,035,735",1,12,
"41,463","2,035,736",1,4,
"41,464","2,035,733",1,12,
"41,465","2,035,740",1,4,
"41,466","2,035,741",2,4,
"41,467","2,035,742",2,6,
"41,468","2,035,737",1,8,
"41,469","2,035,738",1,2,
"41,470","2,035,739",1,4,
"41,471","2,035,744",1,8,
"41,472","2,035,745",1,8,
"41,473","2,035,746",1,8,
"41,474","2,035,750",1,2,
"41,475","2,035,751",1,2,
"41,476","2,035,752",1,4,
"41,477","2,035,747",1,4,
"41,478","2,035,748",1,4,
"41,479","2,035,749",1,5,
"41,480","2,035,754",1,1,
"41,481","2,035,755",1,1,
"41,482","2,035,756",1,8,
"41,483","2,035,757",1,4,
"41,484","2,035,758",1,2,
"41,485","2,035,759",1,5,
"41,486","2,035,760",1,3,
"41,487","2,035,761",1,2,
"41,488","2,035,762",1,3,
"41,489","2,035,763",1,3,
"41,490","2,035,764",1,3,
"41,491","2,035,768",1,2,
"41,492","2,035,769",1,5,
"41,493","2,035,770",1,7,
"41,494","2,035,765",1,1,
"41,495","2,035,766",1,2,
"41,496","2,035,767",1,3,
"41,497","2,035,771",1,5,
"41,498","2,035,772",1,4,
"41,499","2,035,773",1,4,
"41,500","2,035,774",1,4,
"41,501","2,035,775",1,4,
"41,502","2,035,776",1,6,
"41,503","2,035,780",1,4,
"41,504","2,035,781",1,4,
"41,505","2,035,782",1,4,
"41,506","2,035,777",1,4,
"41,507","2,035,778",1,4,
"41,508","2,035,779",1,4,
"41,509","2,035,783",4,4,
"41,510","2,035,246",1,6,
"41,511","2,035,247",1,4,
"41,512","2,035,248",1,6,
"41,513","2,035,249",1,5,
"41,514","2,035,250",1,4,
"41,515","2,035,251",1,5,
"41,516","2,035,252",1,7,
"41,517","2,035,253",1,5,
"41,518","2,035,254",1,4,
"41,519","2,035,255",1,5,
"41,520","2,035,256",1,4,
"41,521","2,035,257",1,5,
"41,522","2,035,261",1,4,
"41,523","2,035,262",1,4,
"41,524","2,035,263",1,2,
"41,525","2,035,258",1,4,
"41,526","2,035,259",1,4,
"41,527","2,035,260",1,3,
"41,528","2,035,267",1,4,
"41,529","2,035,268",1,4,
"41,530","2,035,269",1,4,
"41,531","2,035,264",1,4,
"41,532","2,035,265",1,4,
"41,533","2,035,266",1,4,
"41,534","2,035,270",1,3,
"41,535","2,035,271",1,4,
"41,536","2,035,272",1,4,
"41,537","2,035,273",1,3,
"41,538","2,035,274",1,3,
"41,539","2,035,275",1,4,
"41,540","2,035,279",1,3,
"41,541","2,035,280",1,5,
"41,542","2,035,281",1,3,
"41,543","2,035,276",1,3,
"41,544","2,035,277",1,4,
"41,545","2,035,278",1,4,
"41,546","2,035,282",1,2,
"41,547","2,035,283",1,3,
"41,548","2,035,284",1,3,
"41,549","2,035,285",1,2,
"41,550","2,035,286",1,8,
"41,551","2,035,287",1,5,
"41,552","2,035,288",1,3,
"41,553","2,035,289",1,4,
"41,554","2,035,290",1,6,
"41,555","2,035,291",1,4,
"41,556","2,035,292",1,4,
"41,557","2,035,293",1,4,
"41,558","2,035,294",1,3,
"41,559","2,035,295",2,2,
"41,560","2,035,296",2,2,
"41,561","2,035,297",1,3,
"41,562","2,035,298",1,2,
"41,563","2,035,299",1,2,
"41,564","2,035,303",1,4,
"41,565","2,035,304",1,1,
"41,566","2,035,300",1,3,
"41,567","2,035,301",1,4,
"41,568","2,035,302",1,4,
"41,569","2,035,334",1,9,
"41,570","2,035,335",1,5,
"41,571","2,035,336",1,5,
"41,572","2,035,337",1,2,
"41,573","2,035,338",1,2,
"41,574","2,035,339",1,2,
"41,575","2,035,341",1,2,
"41,576","2,035,342",1,3,
"41,577","2,035,343",1,2,
"41,578","2,035,344",1,2,
"41,579","2,035,345",1,2,
"41,580","2,035,346",1,2,
"41,581","2,035,347",1,2,
"41,582","2,035,348",1,2,
"41,583","2,035,349",1,3,
"41,584","2,035,350",1,4,
"41,585","2,035,351",1,4,
"41,586","2,035,352",1,3,
"41,587","2,035,353",1,3,
"41,588","2,035,354",1,4,
"41,589","2,035,355",1,4,
"41,590","2,035,356",1,4,
"41,591","2,035,357",1,4,
"41,592","2,035,358",1,4,
"41,593","2,035,359",1,4,
"41,594","2,035,360",1,4,
"41,595","2,035,361",1,4,
"41,596","2,035,362",1,3,
"41,597","2,035,363",1,2,
"41,598","2,035,364",1,4,
"41,599","2,035,365",1,5,
"41,600","2,035,366",1,5,
"41,601","2,035,367",1,7,
"41,602","2,035,368",1,7,
"41,603","2,035,369",1,4,
"41,604","2,035,370",1,3,
"41,605","2,035,371",1,4,
"41,606","2,035,372",1,4,
"41,607","2,035,373",1,3,
"41,608","2,035,374",1,3,
"41,609","2,035,375",1,5,
"41,610","2,035,376",1,5,
"41,611","2,035,377",1,2,
"41,612","2,035,378",1,5,
"41,613","2,035,379",1,5,
"41,614","2,035,380",1,5,
"41,615","2,035,381",4,3,
"41,616","2,035,382",1,2,
"41,617","2,035,383",1,1,
"41,618","2,035,384",1,1,
"41,619","2,035,385",1,2,
"41,620","2,035,386",1,2,
"41,621","2,035,388",1,13,
"41,622","2,035,389",1,8,
"41,623","2,035,390",1,8,
"41,624","2,035,391",1,6,
"41,625","2,035,392",1,9,
"41,626","2,035,393",1,2,
"41,627","2,035,394",1,13,
"41,628","2,035,395",1,2,
"41,629","2,035,399",1,9,
"41,630","2,035,400",1,9,
"41,631","2,035,401",1,2,
"41,632","2,035,405",1,7,
"41,633","2,035,406",1,5,
"41,634","2,035,407",1,2,
"41,635","2,035,408",1,5,
"41,636","2,035,409",1,5,
"41,637","2,034,746",1,5,
"41,638","2,034,747",1,3,
"41,639","2,034,749",1,3,
"41,640","2,034,750",1,2,
"41,641","2,034,751",1,1,
"41,642","2,034,752",1,2,
"41,643","2,034,753",1,4,
"41,644","2,034,754",1,5,
"41,645","2,034,755",1,2,
"41,646","2,034,756",1,3,
"41,647","2,034,757",1,3,
"41,648","2,034,758",1,2,
"41,649","2,034,759",1,6,
"41,650","2,034,760",1,2,
"41,651","2,034,761",1,5,
"41,652","2,034,762",1,3,
"41,653","2,034,763",1,2,
"41,654","2,034,764",1,2,
"41,655","2,034,765",1,2,
"41,656","2,034,766",1,2,
"41,657","2,034,767",1,2,
"41,658","2,034,768",1,2,
"41,659","2,034,769",1,2,
"41,660","2,036,278",1,10,
"41,661","2,036,279",1,8,
"41,662","2,036,280",1,6,
"41,663","2,036,281",1,6,
"41,664","2,036,282",1,5,
"41,665","2,036,283",1,5,
"41,666","2,036,284",1,4,
"41,667","2,036,285",1,4,
"41,668","2,036,286",1,2,
"41,669","2,036,287",1,2,
"41,670","2,036,288",1,2,
"41,671","2,036,289",1,2,
"41,672","2,036,290",1,2,
"41,673","2,036,291",1,2,
"41,674","2,036,292",1,2,
"41,675","2,036,293",1,2,
"41,676","2,036,295",1,2,
"41,677","2,036,294",1,2,
"41,678","2,036,299",1,2,
"41,679","2,036,300",1,6,
"41,680","2,036,301",1,6,
"41,681","2,036,296",1,4,
"41,682","2,036,297",1,4,
"41,683","2,036,298",1,2,
"41,684","2,036,305",1,2,
"41,685","2,036,306",1,2,
"41,686","2,036,307",1,2,
"41,687","2,036,302",1,2,
"41,688","2,036,303",1,2,
"41,689","2,036,304",1,2,
"41,690","2,036,308",1,2,
"41,691","2,036,309",1,6,
"41,692","2,036,310",1,6,
"41,693","2,036,311",1,6,
"41,694","2,036,312",1,8,
"41,695","2,036,313",1,10,
"41,696","2,036,314",1,8,
"41,697","2,036,315",1,6,
"41,698","2,036,316",1,6,
"41,699","2,036,317",1,6,
"41,700","2,036,318",1,6,
"41,701","2,036,319",1,5,
"41,702","2,036,320",1,2,
"41,703","2,036,322",1,5,
"41,704","2,036,323",1,5,
"41,705","2,036,324",1,7,
"41,706","2,036,325",1,3,
"41,707","2,036,326",1,2,
"41,708","2,036,327",1,2,
"41,709","2,036,328",1,2,
"41,710","2,036,329",1,2,
"41,711","2,036,330",1,2,
"41,712","2,036,331",1,2,
"41,713","2,036,335",1,2,
"41,714","2,036,336",1,2,
"41,715","2,036,337",1,2,
"41,716","2,036,332",1,2,
"41,717","2,036,333",1,2,
"41,718","2,036,334",1,2,
"41,719","2,036,338",1,2,
"41,720","2,036,339",1,5,
"41,721","2,036,340",1,2,
"41,722","2,036,341",1,3,
"41,723","2,036,342",1,3,
"41,724","2,036,343",1,3,
"41,725","2,036,344",1,5,
"41,726","2,036,345",1,3,
"41,727","2,036,346",1,3,
"41,728","2,036,347",1,2,
"41,729","2,036,348",1,4,
"41,730","2,036,349",1,4,
"41,731","2,036,350",1,6,
"41,732","2,036,351",1,4,
"41,733","2,036,352",1,6,
"41,734","2,036,353",1,6,
"41,735","2,036,354",1,4,
"41,736","2,036,355",1,6,
"41,737","2,036,359",1,7,
"41,738","2,036,360",1,6,
"41,739","2,036,361",1,6,
"41,740","2,036,356",1,4,
"41,741","2,036,357",1,4,
"41,742","2,036,358",1,5,
"41,743","2,036,362",1,3,
"41,744","2,036,363",1,2,
"41,745","2,036,364",1,3,
"41,746","2,036,365",1,2,
"41,747","2,036,366",1,6,
"41,748","2,036,367",1,2,
"41,749","2,036,368",1,4,
"41,750","2,036,369",1,4,
"41,751","2,036,371",1,6,
"41,752","2,036,372",1,6,
"41,753","2,036,373",1,6,
"41,754","2,036,374",1,6,
"41,755","2,036,375",1,6,
"41,756","2,036,376",1,4,
"41,757","2,036,377",1,8,
"41,758","2,036,378",1,8,
"41,759","2,036,379",1,6,
"41,760","2,036,380",1,6,
"41,761","2,036,381",1,10,
"41,762","2,036,382",1,6,
"41,763","2,036,383",1,6,
"41,764","2,036,384",1,5,
