OBJECTID,Pole_id,Pole_i_type,Quantity,Note_
50546,5012957,1,4,
50547,5012958,1,4,
50548,5012961,1,5,
50549,5012962,1,6,
50550,5012964,1,5,
50551,5012966,1,4,
50552,5012968,1,8,
50553,5012971,1,3,
50554,5012970,1,5,
50555,5012969,1,5,
50556,5012967,1,5,
50557,5012965,1,5,
50558,5012963,1,8,
50559,5012960,1,3,
50560,5012959,1,5,
50561,5012956,1,5,
50562,5012954,1,5,
50563,5012950,1,4,
50564,5012948,1,5,
50565,5012946,1,6,
50566,5012944,1,8,
50567,5012942,1,6,
50568,5012940,1,7,
50569,5012938,1,6,
50570,5012936,1,5,
50571,5012934,1,7,
50572,5012933,1,5,
50573,5012931,1,7,
50574,5012927,1,11,
50575,5012972,1,6,
50576,5012973,1,6,
50577,5012974,1,6,
50578,5012975,1,12,
50579,5012976,1,5,
50580,5012977,1,7,
50581,5012978,1,6,
50582,5012979,1,5,
50583,5012980,1,5,
50584,5012981,1,6,
50585,5012982,1,7,
50586,5012983,1,5,
50587,5012984,1,4,
50588,5012984,3,1,
50589,5012985,1,3,
50590,5012986,1,2,
50591,5012987,1,2,
50592,5012988,1,2,
50593,5012989,1,5,
50594,5012990,1,7,
50595,5012991,1,3,
50596,5012992,1,6,
50597,5012993,1,8,
50598,5012995,1,5,
50599,5012996,1,7,
50600,5012997,1,7,
50601,5012998,1,6,
50602,5012999,1,7,
50603,5013000,1,5,
50604,5013001,1,4,
50605,5013002,1,5,
50606,5013003,1,6,
50607,5013004,1,6,
50608,5013004,2,6,
50609,5013005,1,5,
50610,5013005,2,4,
50611,5013005,4,2,
50612,5013006,1,8,
50613,5013006,2,6,
50614,5013007,1,8,
50615,5013007,2,6,
50616,5013008,1,4,
50617,5013008,2,6,
50618,5013010,1,4,
50619,5013011,1,4,
50620,5013009,1,10,
50621,5013009,2,7,
50622,5013012,1,4,
50623,5013013,1,4,
50624,5013014,1,9,
50625,5013014,3,1,
50626,5013015,1,3,
50627,5013016,1,5,
50628,5013017,1,5,
50629,5013018,1,5,
50630,5013019,1,3,
50631,5013020,1,2,
50632,5013021,1,4,
50633,5013022,1,2,
50634,5013023,1,4,
50635,5013024,1,4,
50636,5013025,1,6,
50637,5013025,2,6,
50638,5013026,1,6,
50639,5013026,2,6,
50640,5013027,1,3,
50641,5013028,1,4,
50642,5013028,2,6,
50643,5013029,1,5,
50644,5013029,2,6,
50645,5013030,1,9,
50646,5013030,2,6,
50647,5013031,1,8,
50648,5013032,1,5,
50649,5013033,1,5,
50650,5013034,1,5,
50651,5013035,1,6,
50652,5013036,1,6,
50653,5013037,1,9,
50654,5013038,1,3,
50655,5013039,1,7,
50656,5013040,1,6,
50657,5013041,1,7,
50658,5013042,1,7,
50659,5013043,1,3,
50660,5013044,1,6,
50661,5013045,1,3,
50662,5013046,1,5,
50663,5013048,1,4,
50664,5013049,1,3,
50665,5013050,1,2,
50666,5013051,1,4,
50667,5013047,1,2,
50668,5013052,1,2,
50669,5013053,1,2,
50670,5013055,1,10,
50671,5013056,1,21,
50672,5013057,1,8,
50673,5013058,1,5,
50674,5013059,1,13,
50675,5013623,1,4,
50676,5013624,1,4,
50677,5013625,1,4,
50678,5013626,1,3,
50679,5013627,1,4,
50680,5013628,1,4,
50681,5013631,1,3,
50682,5013632,1,3,
50683,5013634,1,7,
50684,5013635,1,4,
50685,5013636,1,2,
50686,5013637,1,2,
50687,5013638,1,2,
50688,5013640,1,3,
50689,5013640,2,4,
50690,5013641,1,3,
50691,5013642,1,3,
50692,5013643,1,4,
50693,5013644,1,4,
50694,5013645,1,3,
50695,5013649,1,17,
50696,5013650,1,19,
50697,5013651,1,9,
50698,5013652,1,4,
50699,5013653,1,4,
50700,5013654,1,4,
50701,5013655,1,4,
50702,5013656,1,8,
50703,5013657,1,4,
50704,5013658,1,5,
50705,5013659,1,5,
50706,5013660,1,5,
50707,5013661,1,5,
50708,5013662,1,5,
50709,5013663,1,4,
50710,5013664,1,7,
50711,5013665,1,5,
50712,5013666,1,4,
50713,5013667,1,5,
50714,5013668,1,5,
50715,5013669,1,3,
50716,5013670,1,3,
50717,5013671,1,5,
50718,5013672,1,4,
50719,5013673,1,6,
50720,5013674,1,6,
50721,5013675,1,5,
50722,5013676,1,2,
50723,5013679,1,2,
50724,5013680,1,2,
50725,5013683,1,3,
50726,5013682,1,2,
50727,5013682,3,1,
50728,5013681,1,2,
50729,5013678,1,2,
50730,5013677,1,2,
50731,5013684,1,7,
50732,5013685,1,4,
50733,5013686,1,7,
50734,5013687,1,3,
50735,5013688,1,3,
50736,5013689,1,6,
50737,5013690,1,3,
50738,5013691,1,2,
50739,5013692,1,3,
50740,5013693,1,2,
50741,5013697,1,2,
50742,5013698,1,2,
50743,5013699,1,4,
50744,5013700,1,4,
50745,5013701,1,9,
50746,5013702,1,8,
50747,5013703,1,5,
50748,5013704,1,4,
50749,5013705,1,4,
50750,5013706,1,3,
50751,5013707,1,7,
50752,5013708,1,5,
50753,5013709,1,7,
50754,5013710,1,5,
50755,5013711,1,8,
50756,5013712,1,5,
50757,5013713,1,5,
50758,5013716,1,5,
50759,5013717,1,5,
50760,5013720,1,8,
50761,5013721,1,7,
50762,5013722,1,5,
50763,5013724,1,8,
50764,5013725,1,8,
50765,5013728,1,7,
50766,5013729,1,5,
50767,5013732,1,5,
50768,5013733,1,5,
50769,5013731,1,2,
50770,5013730,1,2,
50771,5013727,1,2,
50772,5013726,1,2,
50773,5013719,1,2,
50774,5013718,1,2,
50775,5013715,1,3,
50776,5013714,1,3,
50777,5013736,1,3,
50778,5013737,1,7,
50779,5013738,1,3,
50780,5013739,1,7,
50781,5013741,1,4,
50782,5013742,1,5,
50783,5013743,1,5,
50784,5013744,1,5,
50785,5013745,1,4,
50786,5013746,1,3,
50787,5013747,1,4,
50788,5013748,1,4,
50789,5013749,1,4,
50790,5013750,1,7,
50791,5013751,1,6,
50792,5013752,1,5,
50793,5013753,1,4,
50794,5013754,1,4,
50795,5013755,1,6,
50796,5013756,1,4,
50797,5013757,1,2,
50798,5013758,1,4,
50799,5013759,1,6,
50800,5013760,1,5,
50801,5013761,1,12,
50802,5013762,1,3,
50803,5013763,1,3,
50804,5013764,1,4,
50805,5013765,1,5,
50806,5013766,1,5,
50807,5013767,1,5,
50808,5013768,1,2,
50809,5013769,1,3,
50810,5013770,1,4,
50811,5013771,1,7,
50812,5013772,1,4,
50813,5013773,1,5,
50814,5013774,1,11,
50815,5013775,1,4,
50816,5013776,1,4,
50817,5013777,1,4,
50818,5013778,1,2,
50819,5013779,1,2,
50820,5013780,1,2,
50821,5013781,1,2,
50822,5013782,1,5,
50823,5013784,1,4,
50824,5013783,1,2,
50825,5013785,1,3,
50826,5013786,1,2,
50827,5013788,1,5,
50828,5013789,1,5,
50829,5013790,1,5,
50830,5013791,1,2,
50831,5013792,1,3,
50832,5013793,1,4,
50833,5013794,1,7,
50834,5013796,1,2,
50835,5013795,1,4,
50836,5013797,1,3,
50837,5013798,1,3,
50838,5013799,1,5,
50839,5013801,1,7,
50840,5013802,1,7,
50841,5013803,1,9,
50842,5013852,1,5,
50843,5013853,1,5,
50844,5013804,1,5,
50845,5013805,1,4,
50846,5013806,1,4,
50847,5013807,1,5,
50848,5013808,1,7,
50849,5013809,1,8,
50850,5013810,1,5,
50851,5013811,1,5,
50852,5013812,1,5,
50853,5013813,1,2,
50854,5013814,1,3,
50855,5013815,1,5,
50856,5013816,1,4,
50857,5013817,1,5,
50858,5013818,1,7,
50859,5013819,1,5,
50860,5013820,1,10,
50861,5013821,1,4,
50862,5013822,1,6,
50863,5013823,1,5,
50864,5013824,1,5,
50865,5013825,1,7,
50866,5013826,1,5,
50867,5013827,1,5,
50868,5013828,1,5,
50869,5013829,1,4,
50870,5013830,1,2,
50871,5013831,1,2,
50872,5013832,1,2,
50873,5013833,1,2,
50874,5013835,1,2,
50875,5013834,1,2,
50876,5013836,1,5,
50877,5013837,1,5,
50878,5013838,1,5,
50879,5013839,1,5,
50880,5013840,1,5,
50881,5013841,1,4,
50882,5013842,1,9,
50883,5013843,1,8,
50884,5013844,1,7,
50885,5013845,1,5,
50886,5013846,1,4,
50887,5013847,1,4,
50888,5013848,1,3,
50889,5013849,1,7,
50890,5013850,1,3,
50891,5013851,1,4,
50892,5013854,1,5,
50893,5013855,1,8,
50894,5013856,1,5,
50895,5013857,1,5,
50896,5013858,1,5,
50897,5013859,1,5,
50898,5013860,1,5,
50899,5013861,1,5,
50900,5013862,1,13,
50901,5013863,1,6,
50902,5013864,1,5,
50903,5013865,1,5,
50904,5013866,1,5,
50905,5013867,1,7,
50906,5013868,1,6,
50907,5013869,1,8,
50908,5013872,1,6,
50909,5013871,1,7,
50910,5013875,1,3,
50911,5013876,1,5,
50912,5013877,1,4,
50913,5013879,1,4,
50914,5013880,1,4,
50915,5013881,1,4,
50916,5013883,1,4,
50917,5013884,1,4,
50918,5013885,1,8,
50919,5013886,1,4,
50920,5013887,1,4,
50921,5013888,1,8,
50922,5013889,1,6,
50923,5013890,1,6,
50924,5013891,1,8,
50925,5013892,1,5,
50926,5013893,1,8,
50927,5013894,1,5,
50928,5013895,1,4,
50929,5013897,1,6,
50930,5013896,1,2,
50931,5013898,1,6,
50932,5013899,1,4,
50933,5013900,1,4,
50934,5013901,1,3,
50935,5013904,1,4,
50936,5013905,1,4,
50937,5013906,1,8,
50938,5013907,1,8,
50939,5013908,1,5,
50940,5013909,1,4,
50941,5013910,1,2,
50942,5013911,2,2,
50943,5013912,1,2,
50944,5013913,1,2,
50945,5013914,1,2,
50946,5013915,1,3,
50947,5013916,1,6,
50948,5012387,1,7,
50949,5012388,1,12,
50950,5012389,1,8,
50951,5012390,1,10,
50952,5012391,1,8,
50953,5012392,1,10,
50954,5012393,1,4,
50955,5012393,3,1,
50956,5012394,1,6,
50957,5012395,1,6,
50958,5012400,1,7,
50959,5012396,1,2,
50960,5012397,1,2,
50961,5012398,1,4,
50962,5012401,1,7,
50963,5012403,1,5,
50964,5012404,1,4,
50965,5012405,1,7,
50966,5012406,1,3,
50967,5012407,1,3,
50968,5012408,1,4,
50969,5012409,1,4,
50970,5012410,1,5,
50971,5012411,1,2,
50972,5012413,1,4,
50973,5012414,1,5,
50974,5012414,3,4,
50975,5012415,1,5,
50976,5012415,3,2,
50977,5012416,1,8,
50978,5012416,3,1,
50979,5012417,1,6,
50980,5012418,1,4,
50981,5012419,1,5,
50982,5012420,1,5,
50983,5012421,1,5,
50984,5012422,1,5,
50985,5012425,1,4,
50986,5012426,1,4,
50987,5012427,1,2,
50988,5012428,1,2,
50989,5012429,1,2,
50990,5012431,1,6,
50991,5012432,1,5,
50992,5012433,1,4,
50993,5012434,1,2,
50994,5012464,1,5,
50995,5012465,1,3,
50996,5012466,1,4,
50997,5012467,1,6,
50998,5012470,1,2,
50999,5012471,1,2,
51000,5012472,1,2,
51001,5012473,1,6,
51002,5012474,1,6,
51003,5012475,1,6,
51004,5012476,1,5,
51005,5012477,1,4,
51006,5012478,1,4,
51007,5012480,1,5,
51008,5012481,1,3,
51009,5012482,1,4,
51010,5012483,1,3,
51011,5012485,1,4,
51012,5012487,1,2,
51013,5012486,1,3,
51014,5012488,1,2,
51015,5012489,1,2,
51016,5012491,1,2,
51017,5012494,1,6,
51018,5012508,1,8,
51019,5012496,1,7,
51020,5012497,1,9,
51021,5012498,1,4,
51022,5012499,1,5,
51023,5012500,1,6,
51024,5012502,1,7,
51025,5012503,1,4,
51026,5012504,1,4,
51027,5012505,1,3,
51028,5012506,1,4,
51029,5013918,1,6,
51030,5013920,2,6,
51031,5013921,2,3,
51032,5013923,1,8,
51033,5013924,1,4,
51034,5013925,1,6,
51035,5013926,1,6,
51036,5013927,1,4,
51037,5013928,1,12,
51038,5013929,1,2,
51039,5013930,1,5,
51040,5013931,1,8,
51041,5013933,1,6,
51042,5013934,1,4,
51043,5013935,1,6,
51044,5013936,1,6,
51045,5013937,1,4,
51046,5013938,1,4,
51047,5013939,1,4,
51048,5013940,1,2,
51049,5013941,1,2,
51050,5013943,1,4,
51051,5013942,1,4,
51052,5013944,1,4,
51053,5013945,1,4,
51054,5013946,1,6,
51055,5013947,1,4,
51056,5013948,1,6,
51057,5013949,1,2,
51058,5013950,1,2,
51059,5013951,1,3,
51060,5013952,1,4,
51061,5013953,1,3,
51062,5013954,1,6,
51063,5013956,1,6,
51064,5013955,1,2,
51065,5013957,1,5,
51066,5013958,1,4,
51067,5013959,1,4,
51068,5013960,1,2,
51069,5013961,1,6,
51070,5013962,1,4,
51071,5013963,1,4,
51072,5013964,1,4,
51073,5013965,1,4,
51074,5013966,1,5,
51075,5013967,1,4,
51076,5013969,1,4,
51077,5013970,1,3,
51078,5013972,1,4,
51079,5013973,1,4,
51080,5013977,1,1,
51081,5013978,1,6,
51082,5013979,1,8,
51083,5013980,1,7,
51084,5013981,1,2,
51085,5013982,1,2,
51086,5013983,1,5,
51087,5013983,3,1,
51088,5013984,1,3,
51089,5013986,1,3,
51090,5013985,1,4,
51091,5013987,1,2,
51092,5013988,1,2,
51093,5013990,1,7,
51094,5013991,1,7,
51095,5013992,1,4,
51096,5013993,1,8,
51097,5013994,1,11,
51098,5013995,1,6,
51099,5013996,1,6,
51100,5013997,1,4,
51101,5013998,1,2,
51102,5013999,1,5,
51103,5014000,1,2,
51104,5014001,1,4,
51105,5014002,1,3,
51106,5014003,1,3,
51107,5014004,1,2,
51108,5014009,1,2,
51109,5014005,1,2,
51110,5014006,1,2,
51111,5014007,1,2,
51112,5014008,1,1,
51113,5014010,1,6,
51114,5014011,1,6,
51115,5014012,1,6,
51116,5014013,1,6,
51117,5014014,1,6,
51118,5014015,1,7,
51119,5014020,1,2,
51120,5014017,1,6,
51121,5014018,1,6,
51122,5014016,1,4,
51123,5014021,1,6,
51124,5014023,1,1,
51125,5014024,1,10,
51126,5014025,1,4,
51127,5014026,1,7,
51128,5014027,1,5,
51129,5014028,1,5,
51130,5014030,1,6,
51131,5014030,3,2,
51132,5014095,1,6,
51133,5014031,1,6,
51134,5014032,1,7,
51135,5014033,1,7,
51136,5014034,1,6,
51137,5014035,1,7,
51138,5014037,1,9,
51139,5014038,1,6,
51140,5014039,1,5,
51141,5014040,1,7,
51142,5014041,1,7,
51143,5014042,1,1,
51144,5014042,3,3,
51145,5014043,3,6,
51146,5014044,1,7,
51147,5014045,1,7,
51148,5014046,1,6,
51149,5014047,1,6,
51150,5014048,1,4,
51151,5014049,1,4,
51152,5014050,1,2,
51153,5014051,1,2,
51154,5014052,1,4,
51155,5014053,1,6,
51156,5014054,1,6,
51157,5014055,1,5,
51158,5014056,1,5,
51159,5014057,2,3,
51160,5014058,1,2,
51161,5014059,1,2,
51162,5014060,1,4,
51163,5014061,1,6,
51164,5014062,1,4,
51165,5014064,2,2,
51166,5014063,1,3,
51167,5014065,1,4,
51168,5014066,1,5,
51169,5014067,1,4,
51170,5014068,1,4,
51171,5014069,1,4,
51172,5014070,1,5,
51173,5014071,1,2,
51174,5014072,1,2,
51175,5014073,1,3,
51176,5014074,1,4,
51177,5014075,1,6,
51178,5014076,1,2,
51179,5014077,1,4,
51180,5014078,1,4,
51181,5014079,1,6,
51182,5014080,1,4,
51183,5014081,1,2,
51184,5014082,1,2,
51185,5014083,1,2,
51186,5014084,1,3,
51187,5014085,1,5,
51188,5014087,1,6,
51189,5014086,1,2,
51190,5014088,1,6,
51191,5014090,1,3,
51192,5014092,1,4,
51193,5014093,1,2,
51194,5014094,1,2,
51195,5014029,1,5,
51196,5014096,1,8,
51197,5014097,1,4,
51198,5014099,1,4,
51199,5014100,1,5,
51200,5014101,1,2,
51201,5014103,1,4,
51202,5014102,1,4,
51203,5014104,1,4,
51204,5014106,1,2,
51205,5014105,1,4,
51206,5012650,1,2,
51207,5012651,1,10,
51208,5012651,3,1,
51209,5012660,1,6,
51210,5012652,1,5,
51211,5012653,1,5,
51212,5012654,1,4,
51213,5012655,1,5,
51214,5012657,1,6,
51215,5012658,1,3,
51216,5012661,1,4,
51217,5012662,1,5,
51218,5012663,1,3,
51219,5012664,1,2,
51220,5012665,1,3,
51221,5012666,1,2,
51222,5012667,1,2,
51223,5012668,1,2,
51224,5012659,1,4,
51225,5012671,1,2,
51226,5012672,3,2,
51227,5012629,1,4,
51228,5012630,1,4,
51229,5012631,1,4,
51230,5012632,1,4,
51231,5012633,1,3,
51232,5012673,1,10,
51233,5012674,1,7,
51234,5012675,1,6,
51235,5012676,1,3,
51236,5012677,1,3,
51237,5012678,1,3,
51238,5012679,1,4,
51239,5012680,1,2,
51240,5012681,1,2,
51241,5012682,1,4,
51242,5012683,1,2,
51243,5012684,1,2,
51244,5012685,1,2,
51245,5012686,3,5,
51246,5012687,1,2,
51247,5012689,1,2,
51248,5012690,1,2,
51249,5012691,1,2,
51250,5012634,1,4,
51251,5012635,1,4,
51252,5012636,1,4,
51253,5012569,1,7,
51254,5012568,1,4,
51255,5012565,1,4,
51256,5012563,1,5,
51257,5012559,1,4,
51258,5012557,1,4,
51259,5012694,1,2,
51260,5012695,1,3,
51261,5012695,3,1,
51262,5012696,1,2,
51263,5012697,1,2,
51264,5012698,1,2,
51265,5012555,1,7,
51266,5014193,1,5,
51267,5014195,1,5,
51268,5014196,1,5,
51269,5014197,1,5,
51270,5014198,1,5,
51271,5014200,1,5,
51272,5014199,1,2,
51273,5014201,1,2,
51274,5014202,1,6,
51275,5014203,1,8,
51276,5014204,2,4,
51277,5014205,1,2,
51278,5014205,2,4,
51279,5014206,1,4,
51280,5014207,1,4,
51281,5014208,1,2,
51282,5014209,1,6,
51283,5014210,1,12,
51284,5014210,2,4,
51285,5014211,1,5,
51286,5014212,1,4,
51287,5014213,1,4,
51288,5014214,1,6,
51289,5014215,1,4,
51290,5014216,1,7,
51291,5014217,1,4,
51292,5014218,1,4,
51293,5014219,1,4,
51294,5014220,1,5,
51295,5014221,1,5,
51296,5014222,1,4,
51297,5014223,1,5,
51298,5014224,1,4,
51299,5014225,1,4,
51300,5014226,1,4,
51301,5014227,1,5,
51302,5014228,1,5,
51303,5014229,1,7,
51304,5014230,1,7,
51305,5014231,1,8,
51306,5014232,1,8,
51307,5014233,1,9,
51308,5014234,1,5,
51309,5014235,1,5,
51310,5014236,1,7,
51311,5014237,1,4,
51312,5014238,1,5,
51313,5014239,1,7,
51314,5014240,1,2,
51315,5014264,1,9,
51316,5014265,1,4,
51317,5014266,1,4,
51318,5014267,1,4,
51319,5014268,1,4,
51320,5014269,1,4,
51321,5014270,1,7,
51322,5014271,1,5,
51323,5014272,1,9,
51324,5014273,1,6,
51325,5014274,1,5,
51326,5014275,1,11,
51327,5014276,1,8,
51328,5014277,1,9,
51329,5014278,1,6,
51330,5014279,1,8,
51331,5014280,1,3,
51332,5014281,1,5,
51333,5014282,1,9,
51334,5014283,1,2,
51335,5014284,1,4,
51336,5014286,1,4,
51337,5014287,1,4,
51338,5014288,1,4,
51339,5014290,1,4,
51340,5014289,1,2,
51341,5014294,1,4,
51342,5014295,1,1,
51343,5014296,1,1,
51344,5014297,1,5,
51345,5014298,1,8,
51346,5014299,1,4,
51347,5014300,1,4,
51348,5014301,1,4,
51349,5014302,1,4,
51350,5014303,3,3,
51351,5014304,1,1,
51352,5014305,1,1,
51353,5014306,1,1,
51354,5014307,1,1,
51355,5014308,1,1,
51356,5014309,1,1,
51357,5014310,1,1,
51358,5014312,1,2,
51359,5014313,1,4,
51360,5014314,1,2,
51361,5014315,1,2,
51362,5014316,1,6,
51363,5014317,1,5,
51364,5014318,1,2,
51365,5014319,1,2,
51366,5014320,1,2,
51367,5014321,1,1,
51368,5014321,3,1,
51369,5014322,1,1,
51370,5014322,3,1,
51371,5014323,1,1,
51372,5014323,3,1,
51373,5014324,1,9,
51374,5014325,1,3,
51375,5014325,3,1,
51376,5014326,1,6,
51377,5014326,3,1,
51378,5014327,1,3,
51379,5014327,3,2,
51380,5014328,1,11,
51381,5014330,1,9,
51382,5014331,1,9,
51383,5012338,3,1,
51384,5012339,1,12,
51385,5012340,1,4,
51386,5012341,1,5,
51387,5012342,1,7,
51388,5012343,1,4,
51389,5012344,1,7,
51390,5012345,1,3,
51391,5012345,3,1,
51392,5012346,1,5,
51393,5012346,3,1,
51394,5012348,1,4,
51395,5012349,1,6,
51396,5012350,1,3,
51397,5012352,1,1,
51398,5012358,1,9,
51399,5012359,1,6,
51400,5012360,1,5,
51401,5012361,1,9,
51402,5012362,1,4,
51403,5012363,1,2,
51404,5012364,1,3,
51405,5012364,3,1,
51406,5012365,1,6,
51407,5012368,1,2,
51408,5012328,1,4,
51409,5012328,3,1,
51410,5012370,1,2,
51411,5012370,3,3,
51412,5012371,1,6,
51413,5012371,3,2,
51414,5012375,1,4,
51415,5012376,1,6,
51416,5012377,1,4,
51417,5012378,1,2,
51418,5012379,1,2,
51419,5012380,1,2,
51420,5012381,1,2,
51421,5012382,1,2,
51422,5012383,1,2,
51423,5014515,1,8,
51424,5014515,3,4,
51425,5014516,1,4,
51426,5014517,1,4,
51427,5014518,1,4,
51428,5014519,1,5,
51429,5014520,1,5,
51430,5014521,1,3,
51431,5014522,1,3,
51432,5014523,1,5,
51433,5014524,1,3,
51434,5014525,1,2,
51435,5014526,1,4,
51436,5014527,1,2,
51437,5014528,1,4,
51438,5014529,1,4,
51439,5014530,1,4,
51440,5014531,2,1,
51441,5014531,4,3,
51442,5014532,2,1,
51443,5014532,4,1,
51444,5014534,2,3,
51445,5014534,4,1,
51446,5014535,2,3,
51447,5014536,2,5,
51448,5014537,1,2,
51449,5014538,1,5,
51450,5014539,1,6,
51451,5014539,3,1,
51452,5014540,1,2,
51453,5014541,1,5,
51454,5014542,1,1,
51455,5014542,2,5,
51456,5014542,4,3,
51457,5014543,1,6,
51458,5014544,1,5,
51459,5014545,1,4,
51460,5014546,1,3,
51461,5014547,1,2,
51462,5014548,1,2,
51463,5014549,1,2,
51464,5014550,1,2,
51465,5014551,1,3,
51466,5014552,1,6,
51467,5014553,1,7,
51468,5014554,1,4,
51469,5014555,1,19,
51470,5014555,3,1,
51471,5014556,1,7,
51472,5014557,1,7,
51473,5014557,4,2,
51474,5014558,1,4,
51475,5014559,1,4,
51476,5014560,1,4,
51477,5014561,1,6,
51478,5014562,1,9,
51479,5014563,1,2,
51480,5014564,1,2,
51481,5014565,1,2,
51482,5014566,1,2,
51483,5014567,1,2,
51484,5014568,1,2,
51485,5014569,1,3,
51486,5014570,1,3,
51487,5014572,1,5,
51488,5014573,1,6,
51489,5014573,3,2,
51490,5014574,1,5,
51491,5014575,1,2,
51492,5014575,2,2,
51493,5014576,1,3,
51494,5014576,2,3,
51495,5014577,1,3,
51496,5014613,1,8,
51497,5014614,1,5,
51498,5014614,3,3,
51499,5014615,1,2,
51500,5014616,1,9,
51501,5014617,1,5,
51502,5014618,1,10,
51503,5014619,1,6,
51504,5014620,1,7,
51505,5014621,1,9,
51506,5014622,1,7,
51507,5014623,1,5,
51508,5014624,1,6,
51509,5014625,1,12,
51510,5014626,1,4,
51511,5014626,3,2,
51512,5014627,1,5,
51513,5014627,2,1,
51514,5014628,1,3,
51515,5014629,1,2,
51516,5014630,1,4,
51517,5014631,1,8,
51518,5014631,3,1,
51519,5014632,1,8,
51520,5014633,1,9,
51521,5014634,1,7,
51522,5014635,1,4,
51523,5014636,1,6,
51524,5014637,1,6,
51525,5014638,1,4,
51526,5014638,2,1,
51527,5014639,1,9,
51528,5014640,1,3,
51529,5014641,1,4,
51530,5014642,1,4,
51531,5014643,1,5,
51532,5014644,1,5,
51533,5014645,1,6,
51534,5014646,1,2,
51535,5014649,1,2,
51536,5014648,1,4,
51537,5014650,1,7,
51538,5014610,1,4,
51539,5014602,1,8,
51540,5014603,1,8,
51541,5014605,1,4,
51542,5014607,1,2,
51543,5014604,1,2,
51544,5014601,1,6,
51545,5014600,1,2,
51546,5014600,3,4,
51547,5014599,1,5,
51548,5014596,1,7,
51549,5014597,1,2,
51550,5014597,3,2,
51551,5014598,1,7,
51552,5014595,1,2,
51553,5014594,1,3,
51554,5014593,1,4,
51555,5014592,1,4,
51556,5014591,1,4,
51557,5014590,1,3,
51558,5014587,1,1,
51559,5014654,1,4,
51560,5014656,1,4,
51561,5014657,1,4,
51562,5014716,1,4,
51563,5014715,1,8,
51564,5014714,1,8,
51565,5014713,1,5,
51566,5014712,1,5,
51567,5014711,1,8,
51568,5014710,1,7,
51569,5014709,1,5,
51570,5014708,1,5,
51571,5014707,1,3,
51572,5014706,1,5,
51573,5014705,1,7,
51574,5014704,1,4,
51575,5014704,3,1,
51576,5014703,1,4,
51577,5014702,1,5,
51578,5014701,1,7,
51579,5014700,1,4,
51580,5014700,3,1,
51581,5014699,1,4,
51582,5014698,1,5,
51583,5014697,1,2,
51584,5014696,1,6,
51585,5014695,1,4,
51586,5014694,1,4,
51587,5014693,1,4,
51588,5014692,1,3,
51589,5014691,1,4,
51590,5014690,1,5,
51591,5014680,1,2,
51592,5014679,1,3,
51593,5014678,1,2,
51594,5014677,1,5,
51595,5014676,1,3,
51596,5014675,1,5,
51597,5014674,1,4,
51598,5014673,1,4,
51599,5014672,1,3,
51600,5014672,3,1,
51601,5014671,1,3,
51602,5014670,1,4,
51603,5014689,1,4,
51604,5014688,1,7,
51605,5014683,1,4,
51606,5014682,1,3,
51607,5014681,1,5,
51608,5014687,1,5,
51609,5014686,1,4,
51610,5014685,1,7,
51611,5014684,1,7,
51612,5014731,1,4,
51613,5014730,1,4,
51614,5014729,1,4,
51615,5014728,1,2,
51616,5014728,3,2,
51617,5014727,1,6,
51618,5014727,3,1,
51619,5014726,1,3,
51620,5014726,3,1,
51621,5014725,1,4,
51622,5014724,1,4,
51623,5014723,1,6,
51624,5014722,1,4,
51625,5014721,1,2,
51626,5014720,1,4,
51627,5014719,1,4,
51628,5014718,1,2,
51629,5014717,1,4,
51630,5014796,1,3,
51631,5014795,1,8,
51632,5014794,1,4,
51633,5014793,1,7,
51634,5014792,1,11,
51635,5014791,1,8,
51636,5014790,1,6,
51637,5014789,1,5,
51638,5014788,1,7,
51639,5014787,1,10,
51640,5014786,1,4,
51641,5014785,1,4,
51642,5014784,1,4,
51643,5014781,1,6,
51644,5014780,1,7,
51645,5014783,1,4,
51646,5014782,1,8,
51647,5014779,1,4,
51648,5014778,1,7,
51649,5014777,1,3,
51650,5014775,1,7,
51651,5014774,1,4,
51652,5014773,1,4,
51653,5014772,1,4,
51654,5014771,1,3,
51655,5014770,1,4,
51656,5014769,1,4,
51657,5014768,1,4,
51658,5014767,1,6,
51659,5014766,1,3,
51660,5014765,1,4,
51661,5014764,1,2,
51662,5014763,1,4,
51663,5014762,1,4,
51664,5014761,1,5,
51665,5014760,1,7,
51666,5014759,1,4,
51667,5014758,1,7,
51668,5014757,1,3,
51669,5014756,1,4,
51670,5014755,1,2,
51671,5014754,1,2,
51672,5014753,1,3,
51673,5014752,1,7,
51674,5014751,1,5,
51675,5014750,1,3,
51676,5014750,3,3,
51677,5014749,1,5,
51678,5014748,1,6,
51679,5014747,1,3,
51680,5014746,1,3,
51681,5014745,1,3,
51682,5014744,1,3,
51683,5014743,1,3,
51684,5014742,1,6,
51685,5014741,1,3,
51686,5014739,1,7,
51687,5014738,1,4,
51688,5014737,1,6,
51689,5014736,1,2,
51690,5014735,1,8,
51691,5014734,1,8,
51692,5014733,1,5,
51693,5014825,1,7,
51694,5014824,1,8,
51695,5014823,1,4,
51696,5014822,1,3,
51697,5014821,1,9,
51698,5014820,1,4,
51699,5014819,1,4,
51700,5014818,1,4,
51701,5014817,1,3,
51702,5014816,1,1,
51703,5014816,3,4,
51704,5014815,1,2,
51705,5014815,3,7,
51706,5014812,1,4,
51707,5014812,3,5,
51708,5014811,1,2,
51709,5014811,3,5,
