OBJECTID,Pole_id,Pole_co_type,Quantity,Note_
"34,595","5,007,340",3,1,
"34,596","5,007,341",1,1,
"34,597","5,007,341",3,1,
"34,598","5,007,342",1,1,
"34,599","5,007,343",1,1,
"34,600","5,007,344",1,1,
"34,601","5,007,346",1,1,
"34,602","5,007,348",2,1,
"34,603","5,007,349",3,1,
"34,604","5,007,350",1,1,
"34,605","5,007,350",2,1,
"34,606","5,007,351",4,1,
"34,607","5,008,257",3,1,
"34,608","5,008,258",2,1,
"34,609","5,008,258",3,1,
"34,610","5,008,259",3,1,
"34,611","5,008,261",1,1,
"34,612","5,008,262",1,1,
"34,613","5,008,263",1,1,
"34,614","5,008,263",4,1,
"34,615","5,008,265",3,1,
"34,616","5,008,268",1,1,
"34,617","5,008,269",1,1,
"34,618","5,008,270",2,1,
"34,619","5,008,271",1,2,
"34,620","5,008,272",3,1,
"34,621","5,008,273",1,1,
"34,622","5,008,274",1,1,
"34,623","5,008,274",2,1,
"34,624","5,008,275",2,1,
"34,625","5,008,276",1,1,
"34,626","5,008,278",1,1,
"34,627","5,008,279",2,1,
"34,628","5,008,280",3,1,
"34,629","5,008,281",4,1,
"34,630","5,008,282",1,1,
"34,631","5,008,283",1,1,
"34,632","5,008,285",1,1,
"34,633","5,008,284",3,1,
"34,634","5,008,292",2,1,
"34,635","5,008,293",1,1,
"34,636","5,008,294",2,1,
"34,637","5,008,295",3,1,
"34,638","5,008,296",1,1,
"34,639","5,008,297",2,1,
"34,640","5,008,298",1,1,
"34,641","5,008,299",2,1,
"34,642","5,008,300",3,1,
"34,643","5,008,301",4,1,
"34,644","5,008,302",2,1,
"34,645","5,008,303",2,1,
"34,646","5,008,304",2,1,
"34,647","5,008,305",1,1,
"34,648","5,008,306",1,1,
"34,649","5,008,307",3,1,
"34,650","5,008,308",2,1,
"34,651","5,008,309",3,1,
"34,652","5,008,311",3,1,
"34,653","5,008,313",2,1,
"34,654","5,008,314",3,1,
"34,655","5,008,315",3,1,
"34,656","5,008,317",3,1,
"34,657","5,008,318",1,1,
"34,658","5,008,320",3,1,
"34,659","5,008,321",2,1,
"34,660","5,008,322",3,1,
"34,661","5,008,323",1,1,
"34,662","5,008,324",1,1,
"34,663","5,008,325",2,1,
"34,664","5,008,326",1,1,
"34,665","5,008,327",1,1,
"34,666","5,008,327",4,1,
"34,667","5,008,328",2,1,
"34,668","5,008,329",2,1,
"34,669","5,008,330",1,1,
"34,670","5,008,331",1,1,
"34,671","5,008,332",1,1,
"34,672","5,008,332",2,1,
"34,673","5,008,333",3,1,
"34,674","5,008,334",3,2,
"34,675","5,008,335",1,1,
"34,676","5,008,335",3,1,
"34,677","5,008,337",2,1,
"34,678","5,008,339",1,1,
"34,679","5,008,340",1,2,
"34,680","5,008,341",1,2,
"34,681","5,008,342",2,1,
"34,682","5,008,343",3,1,
"34,683","5,008,346",2,1,
"34,684","5,008,347",3,1,
"34,685","5,008,349",1,1,
"34,686","5,008,350",2,1,
"34,687","5,008,351",3,1,
"34,688","5,008,352",2,1,
"34,689","5,008,352",3,1,
"34,690","5,008,353",1,1,
"34,691","5,008,354",3,1,
"34,692","5,008,355",2,1,
"34,693","5,008,357",3,1,
"34,694","5,008,358",2,1,
"34,695","5,008,359",1,1,
"34,696","5,008,361",1,1,
"34,697","5,008,364",1,2,
"34,698","5,008,367",2,1,
"34,699","5,008,369",1,1,
"34,700","5,008,370",4,1,
"34,701","5,008,371",2,1,
"34,702","5,008,372",1,1,
"34,703","5,008,373",3,1,
"34,704","5,008,374",1,1,
"34,705","5,008,375",2,1,
"34,706","5,008,377",1,1,
"34,707","5,008,379",2,1,
"34,708","5,008,381",2,1,
"34,709","5,008,383",2,1,
"34,710","5,008,384",1,1,
"34,711","5,008,385",2,1,
"34,712","5,008,386",1,1,
"34,713","5,008,389",1,1,
"34,714","5,008,391",3,1,
"34,715","5,008,392",1,1,
"34,716","5,008,393",2,1,
"34,717","5,008,394",3,1,
"34,718","5,008,395",1,1,
"34,719","5,008,396",2,1,
"34,720","5,008,397",2,1,
"34,721","5,008,399",3,1,
"34,722","5,008,400",2,1,
"34,723","5,008,402",1,1,
"34,724","5,008,403",2,1,
"34,725","5,008,404",1,1,
"34,726","5,008,406",3,1,
"34,727","5,008,407",3,1,
"34,728","5,008,409",2,1,
"34,729","5,008,410",1,1,
"34,730","5,008,411",1,1,
"34,731","5,008,412",2,1,
"34,732","5,008,413",1,1,
"34,733","5,008,415",3,1,
"34,734","5,008,416",2,1,
"34,735","5,008,419",3,1,
"34,736","5,008,421",3,1,
"34,737","5,008,422",1,1,
"34,738","5,008,423",1,1,
"34,739","5,008,424",1,1,
"34,740","5,008,425",2,1,
"34,741","5,008,430",2,1,
"34,742","5,008,431",1,1,
"34,743","5,008,432",1,1,
"34,744","5,008,433",1,1,
"34,745","5,008,434",1,2,
"34,746","5,008,435",1,1,
"34,747","5,008,438",2,1,
"34,748","5,008,439",1,1,
"34,749","5,008,440",1,1,
"34,750","5,008,441",1,1,
"34,751","5,008,444",1,1,
"34,752","5,008,446",2,1,
"34,753","5,008,447",1,1,
"34,754","5,008,448",1,1,
"34,755","5,008,449",2,1,
"34,756","5,008,450",1,1,
"34,757","5,008,451",1,1,
"34,758","5,008,452",2,1,
"34,759","5,008,456",2,1,
"34,760","5,008,457",1,1,
"34,761","5,008,458",1,1,
"34,762","5,008,461",2,1,
"34,763","5,008,462",3,1,
"34,764","5,008,464",2,1,
"34,765","5,008,465",1,1,
"34,766","5,008,466",2,1,
"34,767","5,008,467",3,1,
"34,768","5,008,468",1,1,
"34,769","5,008,469",1,1,
"34,770","5,008,471",1,1,
"34,771","5,008,473",2,1,
"34,772","5,008,474",3,1,
"34,773","5,008,475",1,2,
"34,774","5,008,477",3,1,
"34,775","5,008,478",1,1,
"34,776","5,008,479",1,1,
"34,777","5,008,481",1,1,
"34,778","5,008,483",2,1,
"34,779","5,008,490",1,1,
"34,780","5,008,491",1,1,
"34,781","5,008,492",1,1,
"34,782","5,008,493",1,2,
"34,783","5,008,495",1,1,
"34,784","5,008,500",1,1,
"34,785","5,008,501",1,1,
"34,786","5,008,502",1,1,
"34,787","5,008,506",1,1,
"34,788","5,008,508",2,1,
"34,789","5,008,509",1,1,
"34,790","5,008,510",1,1,
"34,791","5,008,510",2,1,
"34,792","5,008,512",1,1,
"34,793","5,008,520",1,1,
"34,794","5,008,522",1,1,
"34,795","5,008,523",1,1,
"34,796","5,008,524",1,1,
"34,797","5,008,526",1,1,
"34,798","5,008,527",1,1,
"34,799","5,008,532",2,1,
"34,800","5,008,533",1,2,
"34,801","5,008,536",1,1,
"34,802","5,008,539",1,1,
"34,803","5,008,540",1,1,
"34,804","5,008,542",2,1,
"34,805","5,008,543",1,1,
"34,806","5,008,544",1,1,
"34,807","5,008,547",3,1,
"34,808","5,008,548",1,1,
"34,809","5,008,552",2,1,
"34,810","5,008,553",1,1,
"34,811","5,008,554",2,1,
"34,812","5,008,557",2,1,
"34,813","5,008,559",2,1,
"34,814","5,008,561",1,2,
"34,815","5,008,562",1,1,
"34,816","5,008,563",1,1,
"34,817","5,008,565",2,1,
"34,818","5,008,567",3,1,
"34,819","5,008,568",1,1,
"34,820","5,008,569",2,1,
"34,821","5,008,572",2,1,
"34,822","5,008,573",1,1,
"34,823","5,008,574",1,1,
"34,824","5,008,575",1,1,
"34,825","5,008,576",1,1,
"34,826","5,008,579",1,1,
"34,827","5,008,582",1,1,
"34,828","5,008,586",1,1,
"34,829","5,008,589",1,1,
"34,830","5,008,594",2,1,
"34,831","5,008,595",1,1,
"34,832","5,008,596",1,1,
"34,833","5,008,597",4,1,
"34,834","5,008,598",1,1,
"34,835","5,008,599",1,1,
"34,836","5,008,600",1,1,
"34,837","5,008,600",3,1,
"34,838","5,008,601",1,1,
"34,839","5,008,604",2,1,
"34,840","5,008,604",3,1,
"34,841","5,008,607",1,1,
"34,842","5,008,608",4,1,
"34,843","5,008,609",2,1,
"34,844","5,008,610",2,1,
"34,845","5,008,613",1,2,
"34,846","5,008,614",3,1,
"34,847","5,008,616",1,1,
"34,848","5,008,617",1,1,
"34,849","5,008,619",1,1,
"34,850","5,008,621",3,1,
"34,851","5,008,622",1,1,
"34,852","5,008,624",2,1,
"34,853","5,008,625",2,1,
"34,854","5,008,627",1,1,
"34,855","5,008,628",1,1,
"34,856","5,008,630",1,1,
"34,857","5,008,630",2,1,
"34,858","5,008,631",1,1,
"34,859","5,008,632",2,1,
"34,860","5,008,633",1,1,
"34,861","5,008,633",2,1,
"34,862","5,008,635",4,1,
"34,863","5,008,636",2,1,
"34,864","5,008,638",2,1,
"34,865","5,008,639",2,1,
"34,866","5,008,640",2,1,
"34,867","5,008,641",1,1,
"34,868","5,008,642",1,1,
"34,869","5,008,643",1,1,
"34,870","5,008,646",3,1,
"34,871","5,008,648",2,1,
"34,872","5,008,647",1,1,
"34,873","5,008,649",2,1,
"34,874","5,008,650",2,1,
"34,875","5,008,651",1,1,
"34,876","5,008,652",2,1,
"34,877","5,008,653",1,1,
"34,878","5,008,654",1,2,
"34,879","5,008,655",3,1,
"34,880","5,008,656",2,1,
"34,881","5,008,657",3,1,
"34,882","5,008,658",1,1,
"34,883","5,008,659",3,1,
"34,884","5,008,663",1,1,
"34,885","5,008,664",3,1,
"34,886","5,008,665",4,1,
"34,887","5,008,666",2,1,
"34,888","5,008,669",2,1,
"34,889","5,008,667",1,1,
"34,890","5,008,668",1,1,
"34,891","5,008,671",1,1,
"34,892","5,008,672",1,1,
"34,893","5,008,673",2,1,
"34,894","5,008,674",1,1,
"34,895","5,008,674",4,1,
"34,896","5,008,675",1,1,
"34,897","5,008,676",1,1,
"34,898","5,008,678",1,1,
"34,899","5,008,677",1,1,
"34,900","5,008,679",3,1,
"34,901","5,008,681",1,1,
"34,902","5,008,682",1,1,
"34,903","5,008,683",1,2,
"34,904","5,008,684",2,1,
"34,905","5,008,685",1,1,
"34,906","5,008,686",1,2,
"34,907","5,008,687",1,1,
"34,908","5,008,689",1,1,
"34,909","5,008,690",1,1,
"34,910","5,008,691",1,1,
"34,911","5,008,692",1,1,
"34,912","5,008,693",1,1,
"34,913","5,008,694",2,1,
"34,914","5,008,695",2,1,
"34,915","5,008,696",1,1,
"34,916","5,008,697",3,1,
"34,917","5,008,698",2,1,
"34,918","5,008,700",1,1,
"34,919","5,008,702",2,1,
"34,920","5,008,703",1,1,
"34,921","5,008,706",2,1,
"34,922","5,008,707",1,1,
"34,923","5,008,708",1,1,
"34,924","5,008,709",1,1,
"34,925","5,008,710",2,1,
"34,926","5,008,711",4,1,
"34,927","5,008,712",2,1,
"34,928","5,008,713",1,1,
"34,929","5,008,714",2,1,
"34,930","5,008,715",2,1,
"34,931","5,008,716",2,1,
"34,932","5,008,718",2,1,
"34,933","5,008,719",1,1,
"34,934","5,008,721",3,1,
"34,935","5,008,722",2,1,
"34,936","5,008,723",1,1,
"34,937","5,008,724",3,1,
"34,938","5,008,727",1,1,
"34,939","5,008,729",1,1,
"34,940","5,008,730",1,1,
"34,941","5,008,731",1,1,
"34,942","5,008,733",1,1,
"34,943","5,008,735",1,1,
"34,944","5,008,736",2,1,
"34,945","5,008,738",2,1,
"34,946","5,008,739",1,1,
"34,947","5,008,740",1,1,
"34,948","5,008,741",1,1,
"34,949","5,008,742",1,1,
"34,950","5,008,742",2,1,
"34,951","5,008,743",1,1,
"34,952","5,008,744",4,1,
"34,953","5,008,747",3,1,
"34,954","5,008,750",2,1,
"34,955","5,008,752",1,1,
"34,956","5,008,753",1,1,
"34,957","5,008,753",2,1,
"34,958","5,008,756",1,1,
"34,959","5,008,757",2,1,
"34,960","5,008,758",2,1,
"34,961","5,008,761",1,1,
"34,962","5,008,763",1,1,
"34,963","5,008,763",2,1,
"34,964","5,008,764",2,1,
"34,965","5,008,766",1,1,
"34,966","5,008,767",1,1,
"34,967","5,008,768",2,1,
"34,968","5,008,770",1,1,
"34,969","5,008,772",1,1,
"34,970","5,008,774",1,1,
"34,971","5,008,775",1,1,
"34,972","5,008,778",1,1,
"34,973","5,008,779",1,1,
"34,974","5,008,781",1,1,
"34,975","5,008,782",1,1,
"34,976","5,008,783",1,1,
"34,977","5,008,784",1,1,
"34,978","5,008,785",3,1,
"34,979","5,008,787",1,1,
"34,980","5,008,788",3,1,
"34,981","5,008,789",1,1,
"34,982","5,008,790",1,1,
"34,983","5,008,791",3,1,
"34,984","5,008,795",1,1,
"34,985","5,008,795",2,1,
"34,986","5,008,796",1,1,
"34,987","5,008,797",1,1,
"34,988","5,008,798",1,2,
"34,989","5,008,801",1,1,
"34,990","5,008,802",1,1,
"34,991","5,008,803",3,1,
"34,992","5,008,804",2,1,
"34,993","5,008,805",1,1,
"34,994","5,008,806",2,1,
"34,995","5,008,808",1,1,
"34,996","5,008,810",3,1,
"34,997","5,008,811",1,1,
"34,998","5,008,813",2,1,
"34,999","5,008,815",1,1,
"35,000","5,008,816",1,1,
"35,001","5,008,817",1,1,
"35,002","5,008,819",3,1,
"35,003","5,008,820",2,1,
"35,004","5,008,823",3,1,
"35,005","5,008,826",2,1,
"35,006","5,008,827",3,1,
"35,007","5,008,828",1,1,
"35,008","5,008,832",2,1,
"35,009","5,008,831",1,1,
"35,010","5,008,831",2,1,
"35,011","5,008,833",1,1,
"35,012","5,008,834",1,1,
"35,013","5,008,836",2,1,
"35,014","5,008,839",2,1,
"35,015","5,008,843",1,1,
"35,016","5,008,844",2,1,
"35,017","5,008,848",2,1,
"35,018","5,008,849",2,1,
"35,019","5,008,850",1,1,
"35,020","5,008,851",1,1,
"35,021","5,008,852",1,1,
"35,022","5,008,856",3,1,
"35,023","5,008,857",2,1,
"35,024","5,008,860",1,1,
"35,025","5,008,863",1,1,
"35,026","5,008,866",3,1,
"35,027","5,008,868",1,1,
"35,028","5,008,869",1,1,
"35,029","5,008,870",1,1,
"35,030","5,008,871",2,1,
"35,031","5,008,872",1,1,
"35,032","5,008,873",1,1,
"35,033","5,008,875",1,1,
"35,034","5,008,876",1,1,
"35,035","5,008,878",1,1,
"35,036","5,008,880",3,1,
"35,037","5,008,881",1,1,
"35,038","5,008,882",1,1,
"35,039","5,008,883",2,1,
"35,040","5,008,885",2,1,
"35,041","5,008,886",3,1,
"35,042","5,008,888",2,1,
"35,043","5,008,890",1,1,
"35,044","5,008,892",2,1,
"35,045","5,008,897",1,2,
"35,046","5,008,901",1,1,
"35,047","5,008,902",2,1,
"35,048","5,008,905",1,1,
"35,049","5,008,906",1,1,
"35,050","5,008,907",1,1,
"35,051","5,008,907",2,1,
"35,052","5,008,908",1,1,
"35,053","5,008,910",1,1,
"35,054","5,008,912",1,1,
"35,055","5,008,913",1,1,
"35,056","5,008,914",1,1,
"35,057","5,008,934",1,1,
"35,058","5,008,935",1,1,
"35,059","5,008,936",1,3,
"35,060","5,008,937",1,2,
"35,061","5,008,938",1,3,
"35,062","5,008,940",1,2,
"35,063","5,008,941",1,1,
"35,064","5,008,942",1,3,
"35,065","5,008,943",1,3,
"35,066","5,008,944",1,1,
"35,067","5,008,947",1,4,
"35,068","5,008,948",1,3,
"35,069","5,008,950",1,1,
"35,070","5,008,954",1,1,
"35,071","5,008,956",1,1,
"35,072","5,008,958",1,3,
"35,073","5,008,959",1,2,
"35,074","5,008,960",1,2,
"35,075","5,008,961",1,1,
"35,076","5,008,964",1,1,
"35,077","5,008,966",1,2,
"35,078","5,008,968",1,1,
"35,079","5,008,977",1,1,
"35,080","5,008,980",1,2,
"35,081","5,008,987",1,2,
"35,082","5,008,988",1,1,
"35,083","5,008,998",1,1,
"35,084","5,009,004",1,1,
"35,085","5,009,009",1,1,
"35,086","5,009,024",1,1,
"35,087","5,009,032",1,1,
"35,088","5,009,041",1,1,
"35,089","5,009,042",1,1,
"35,090","5,009,043",1,1,
"35,091","5,009,047",1,1,
"35,092","5,009,048",2,1,
"35,093","5,009,049",1,1,
"35,094","5,009,050",1,1,
"35,095","5,009,055",1,1,
"35,096","5,009,062",1,2,
"35,097","5,009,064",1,1,
"35,098","5,009,069",1,1,
"35,099","5,009,070",1,1,
"35,100","5,009,075",1,1,
"35,101","5,009,077",1,1,
"35,102","5,009,084",1,1,
"35,103","5,009,089",1,1,
"35,104","5,009,098",1,1,
"35,105","5,009,100",1,2,
"35,106","5,009,106",1,1,
"35,107","5,009,113",1,1,
"35,108","5,009,121",1,1,
"35,109","5,009,141",1,1,
"35,110","5,009,155",1,1,
"35,111","5,009,169",1,1,
"35,112","5,009,170",1,1,
"35,113","5,009,176",1,1,
"35,114","5,009,177",1,1,
"35,115","5,009,178",1,1,
"35,116","5,009,180",1,1,
"35,117","5,009,183",2,1,
"35,118","5,009,187",1,1,
"35,119","5,009,189",1,2,
"35,120","5,009,190",1,1,
"35,121","5,009,191",1,1,
"35,122","5,009,192",1,1,
"35,123","5,009,194",1,1,
"35,124","5,009,198",1,1,
"35,125","5,009,202",1,2,
"35,126","5,009,203",1,1,
"35,127","5,009,205",1,2,
"35,128","5,009,207",1,1,
"35,129","5,009,210",1,1,
"35,130","5,009,217",1,1,
"35,131","5,009,218",1,1,
"35,132","5,009,220",1,1,
"35,133","5,009,221",1,1,
"35,134","5,009,228",1,1,
"35,135","5,009,230",1,1,
"35,136","5,009,241",1,1,
"35,137","5,009,244",1,1,
"35,138","5,007,725",1,1,
"35,139","5,007,726",3,1,
"35,140","5,007,727",3,1,
"35,141","5,007,729",3,1,
"35,142","5,007,731",1,1,
"35,143","5,007,732",1,1,
"35,144","5,007,733",3,1,
"35,145","5,007,734",1,1,
"35,146","5,007,736",3,1,
"35,147","5,007,738",1,1,
"35,148","5,007,740",3,1,
"35,149","5,007,741",1,1,
"35,150","5,007,742",1,1,
"35,151","5,007,743",1,1,
"35,152","5,007,744",1,1,
"35,153","5,007,745",1,1,
"35,154","5,007,747",1,1,
"35,155","5,007,747",3,1,
"35,156","5,007,748",2,1,
"35,157","5,007,749",1,1,
"35,158","5,007,750",2,1,
"35,159","5,007,751",3,1,
"35,160","5,007,752",4,1,
"35,161","5,007,753",2,1,
"35,162","5,007,754",1,1,
"35,163","5,007,756",3,1,
"35,164","5,007,757",2,1,
"35,165","5,007,762",1,1,
"35,166","5,007,764",1,1,
"35,167","5,007,765",1,1,
"35,168","5,007,766",2,1,
"35,169","5,007,767",1,1,
"35,170","5,007,768",1,1,
"35,171","5,007,769",1,1,
"35,172","5,007,770",3,1,
"35,173","5,007,772",2,1,
"35,174","5,007,774",3,1,
"35,175","5,007,776",1,1,
"35,176","5,007,777",3,1,
"35,177","5,007,778",1,1,
"35,178","5,007,779",1,1,
"35,179","5,007,780",1,1,
"35,180","5,007,780",3,1,
"35,181","5,007,781",1,2,
"35,182","5,007,782",3,1,
"35,183","5,007,783",1,1,
"35,184","5,007,785",1,1,
"35,185","5,007,786",1,1,
"35,186","5,007,787",1,1,
"35,187","5,007,788",2,1,
"35,188","5,007,789",1,1,
"35,189","5,007,790",2,1,
"35,190","5,007,791",1,1,
"35,191","5,007,793",2,1,
"35,192","5,007,794",1,1,
"35,193","5,007,796",2,1,
"35,194","5,007,798",2,1,
"35,195","5,007,800",2,1,
"35,196","5,007,802",3,1,
"35,197","5,007,804",2,1,
"35,198","5,007,805",3,1,
"35,199","5,007,775",1,1,
"35,200","5,007,807",1,1,
"35,201","5,007,808",1,1,
"35,202","5,007,810",1,1,
"35,203","5,007,811",1,1,
"35,204","5,007,812",1,1,
"35,205","5,007,813",1,1,
"35,206","5,007,814",2,1,
"35,207","5,007,815",1,1,
"35,208","5,007,816",1,1,
"35,209","5,007,817",1,1,
"35,210","5,007,818",2,1,
"35,211","5,007,818",4,1,
"35,212","5,007,819",1,1,
"35,213","5,007,820",2,1,
"35,214","5,007,821",4,1,
"35,215","5,007,823",1,1,
"35,216","5,007,825",1,1,
"35,217","5,007,826",1,1,
"35,218","5,007,827",2,1,
"35,219","5,007,828",1,1,
"35,220","5,007,829",1,1,
"35,221","5,007,830",1,2,
"35,222","5,007,831",1,1,
"35,223","5,007,831",2,1,
"35,224","5,007,833",3,1,
"35,225","5,007,834",1,1,
"35,226","5,007,837",2,1,
"35,227","5,007,836",1,1,
"35,228","5,007,838",1,1,
"35,229","5,007,839",2,1,
"35,230","5,007,840",2,1,
"35,231","5,007,841",1,2,
"35,232","5,007,842",3,1,
"35,233","5,007,843",2,1,
"35,234","5,007,844",2,1,
"35,235","5,007,845",3,1,
"35,236","5,007,846",1,1,
"35,237","5,007,847",1,1,
"35,238","5,007,848",1,1,
"35,239","5,007,851",1,1,
"35,240","5,007,854",1,1,
"35,241","5,007,855",1,1,
"35,242","5,007,856",2,1,
"35,243","5,007,859",1,1,
"35,244","5,007,860",1,1,
"35,245","5,007,862",1,1,
"35,246","5,007,863",2,1,
"35,247","5,007,865",1,1,
"35,248","5,007,869",3,1,
"35,249","5,007,871",1,1,
"35,250","5,007,873",2,1,
"35,251","5,007,876",1,1,
"35,252","5,007,880",1,1,
"35,253","5,007,881",1,1,
"35,254","5,007,883",2,1,
"35,255","5,007,886",1,1,
"35,256","5,007,886",2,1,
"35,257","5,007,890",1,1,
"35,258","5,007,895",1,1,
"35,259","5,007,896",2,1,
"35,260","5,007,897",1,1,
"35,261","5,007,898",2,1,
"35,262","5,007,900",1,1,
"35,263","5,007,902",1,1,
"35,264","5,007,903",1,1,
"35,265","5,007,905",2,1,
"35,266","5,007,907",2,1,
"35,267","5,007,909",1,1,
"35,268","5,007,914",1,1,
"35,269","5,007,916",1,1,
"35,270","5,007,918",1,1,
"35,271","5,007,918",2,1,
"35,272","5,007,919",2,2,
"35,273","5,007,921",1,1,
"35,274","5,007,921",2,1,
"35,275","5,007,922",1,1,
"35,276","5,007,924",1,1,
"35,277","5,007,925",1,1,
"35,278","5,007,926",1,1,
"35,279","5,007,928",1,1,
"35,280","5,007,928",2,1,
"35,281","5,007,929",2,1,
"35,282","5,007,930",2,1,
"35,283","5,007,932",1,2,
"35,284","5,007,933",3,1,
"35,285","5,007,934",2,1,
"35,286","5,007,936",1,1,
"35,287","5,007,938",1,1,
"35,288","5,007,942",1,1,
"35,289","5,007,941",1,1,
"35,290","5,007,941",2,1,
"35,291","5,007,944",1,1,
"35,292","5,007,948",1,1,
"35,293","5,007,950",2,1,
"35,294","5,007,951",1,1,
"35,295","5,007,952",1,1,
"35,296","5,007,953",1,1,
"35,297","5,007,953",4,1,
"35,298","5,007,954",1,1,
"35,299","5,007,956",1,1,
"35,300","5,007,958",2,1,
"35,301","5,007,959",1,1,
"35,302","5,007,962",2,1,
"35,303","5,007,964",4,1,
"35,304","5,007,965",1,1,
"35,305","5,007,965",2,1,
"35,306","5,007,966",1,1,
"35,307","5,007,967",1,1,
"35,308","5,007,967",2,1,
"35,309","5,007,970",1,1,
"35,310","5,007,971",2,1,
"35,311","5,007,972",2,1,
"35,312","5,007,973",2,1,
"35,313","5,007,978",1,1,
"35,314","5,007,979",1,1,
"35,315","5,007,980",1,1,
"35,316","5,007,981",1,1,
"35,317","5,007,983",1,1,
"35,318","5,007,984",1,1,
"35,319","5,007,985",1,1,
"35,320","5,007,988",1,1,
"35,321","5,007,989",1,1,
"35,322","5,007,989",2,1,
"35,323","5,007,990",1,1,
"35,324","5,007,990",2,1,
"35,325","5,007,991",2,1,
"35,326","5,007,992",1,1,
"35,327","5,007,993",4,1,
"35,328","5,007,994",1,1,
"35,329","5,007,996",3,1,
"35,330","5,007,998",1,1,
"35,331","5,008,000",4,1,
"35,332","5,008,001",2,1,
"35,333","5,008,002",2,1,
"35,334","5,008,003",1,1,
"35,335","5,008,005",1,1,
"35,336","5,008,006",1,1,
"35,337","5,008,007",2,1,
"35,338","5,008,008",1,1,
"35,339","5,008,009",2,1,
"35,340","5,008,012",1,1,
"35,341","5,008,015",1,1,
"35,342","5,008,017",1,1,
"35,343","5,008,018",3,1,
"35,344","5,008,019",1,1,
"35,345","5,008,020",1,1,
"35,346","5,008,023",1,1,
"35,347","5,008,024",1,1,
"35,348","5,008,025",1,1,
"35,349","5,008,026",3,1,
"35,350","5,008,028",3,1,
"35,351","5,008,029",2,1,
"35,352","5,008,030",1,1,
"35,353","5,008,031",1,1,
"35,354","5,008,033",1,1,
"35,355","5,008,032",1,1,
"35,356","5,008,035",1,1,
"35,357","5,008,037",1,1,
"35,358","5,008,040",1,1,
"35,359","5,008,041",1,1,
"35,360","5,008,042",1,1,
"35,361","5,008,044",2,1,
"35,362","5,008,045",1,1,
"35,363","5,008,048",1,1,
"35,364","5,008,048",2,1,
"35,365","5,008,049",2,2,
"35,366","5,008,050",2,1,
"35,367","5,008,051",1,1,
"35,368","5,008,052",2,1,
"35,369","5,008,053",2,1,
"35,370","5,008,055",1,1,
"35,371","5,008,056",2,1,
"35,372","5,008,057",1,1,
"35,373","5,008,059",3,1,
"35,374","5,008,060",2,1,
"35,375","5,008,061",2,1,
"35,376","5,008,079",1,1,
"35,377","5,008,063",1,1,
"35,378","5,008,065",2,1,
"35,379","5,008,066",1,1,
"35,380","5,008,068",2,1,
"35,381","5,008,073",1,1,
"35,382","5,008,076",2,1,
"35,383","5,008,078",1,1,
"35,384","5,008,084",2,1,
"35,385","5,008,085",2,1,
"35,386","5,008,088",1,1,
"35,387","5,008,089",1,1,
"35,388","5,008,090",2,1,
"35,389","5,008,091",2,1,
"35,390","5,008,093",1,1,
"35,391","5,008,094",1,1,
"35,392","5,008,095",1,1,
"35,393","5,008,098",2,1,
"35,394","5,008,099",1,1,
"35,395","5,008,102",1,1,
"35,396","5,008,105",1,1,
"35,397","5,008,107",1,1,
"35,398","5,008,108",2,1,
"35,399","5,008,113",2,1,
"35,400","5,008,114",1,1,
"35,401","5,008,116",1,1,
"35,402","5,008,120",2,1,
"35,403","5,008,121",1,1,
"35,404","5,008,123",2,1,
"35,405","5,008,124",1,1,
"35,406","5,008,125",1,1,
"35,407","5,008,126",1,1,
"35,408","5,008,132",1,1,
"35,409","5,008,134",1,1,
"35,410","5,008,136",1,1,
"35,411","5,008,137",1,1,
"35,412","5,008,138",1,1,
"35,413","5,008,138",2,1,
"35,414","5,008,144",1,1,
"35,415","5,008,152",1,1,
"35,416","5,008,153",2,1,
"35,417","5,008,154",1,1,
"35,418","5,008,157",2,1,
"35,419","5,008,158",3,1,
"35,420","5,008,159",1,2,
"35,421","5,008,160",2,1,
"35,422","5,008,163",1,1,
"35,423","5,008,163",2,1,
"35,424","5,008,164",1,1,
"35,425","5,008,165",1,1,
"35,426","5,008,167",2,1,
"35,427","5,008,171",1,1,
"35,428","5,008,173",3,1,
"35,429","5,008,174",1,1,
"35,430","5,008,176",1,1,
"35,431","5,008,177",2,1,
"35,432","5,008,178",2,1,
"35,433","5,008,180",2,1,
"35,434","5,008,181",2,1,
"35,435","5,008,182",2,1,
"35,436","5,008,183",3,1,
"35,437","5,008,184",1,1,
"35,438","5,008,188",1,1,
"35,439","5,008,189",1,1,
"35,440","5,008,193",1,1,
"35,441","5,008,194",2,1,
"35,442","5,008,194",3,1,
"35,443","5,008,195",1,1,
"35,444","5,008,196",2,1,
"35,445","5,008,197",2,1,
"35,446","5,008,199",1,1,
"35,447","5,008,201",2,1,
"35,448","5,008,203",2,1,
"35,449","5,008,204",2,1,
"35,450","5,008,205",2,1,
"35,451","5,008,207",1,1,
"35,452","5,008,207",2,1,
"35,453","5,008,208",3,1,
"35,454","5,008,209",1,1,
"35,455","5,008,210",2,1,
"35,456","5,008,211",4,1,
"35,457","5,008,212",1,1,
"35,458","5,008,213",2,1,
"35,459","5,008,214",1,1,
"35,460","5,008,215",2,1,
"35,461","5,008,216",3,1,
"35,462","5,008,219",1,1,
"35,463","5,008,223",2,1,
"35,464","5,008,224",1,1,
"35,465","5,008,225",1,1,
"35,466","5,008,226",1,1,
"35,467","5,008,226",3,1,
