OBJECTID,Pole_id,Pole_T_type,Quantity,Note_
"49,392","5,004,308",1,6,
"49,393","5,004,309",1,2,
"49,394","5,004,310",1,2,
"49,395","5,004,311",1,2,
"49,396","5,004,312",1,2,
"49,397","5,004,313",1,2,
"49,398","5,004,314",1,5,
"49,399","5,004,315",1,2,
"49,400","5,004,316",1,2,
"49,401","5,004,317",2,3,
"49,402","5,004,318",1,6,
"49,403","5,004,319",1,3,
"49,404","5,004,320",1,3,
"49,405","5,004,321",1,3,
"49,406","5,004,322",1,3,
"49,407","5,004,323",1,5,
"49,408","5,004,324",1,3,
"49,409","5,004,325",1,3,
"49,410","5,004,326",1,3,
"49,411","5,004,327",1,2,
"49,412","5,004,328",1,2,
"49,413","5,004,329",1,3,
"49,414","5,004,330",2,3,
"49,415","5,004,331",1,4,
"49,416","5,004,332",1,4,
"49,417","5,004,332",2,3,
"49,418","5,004,333",1,8,
"49,419","5,004,334",2,3,
"49,420","5,004,335",2,3,
"49,421","5,004,337",1,4,
"49,422","5,004,337",2,3,
"49,423","5,004,338",1,5,
"49,424","5,004,339",1,4,
"49,425","5,004,340",1,5,
"49,426","5,004,341",1,5,
"49,427","5,004,342",1,5,
"49,428","5,004,343",1,5,
"49,429","5,004,344",1,4,
"49,430","5,004,345",1,4,
"49,431","5,004,346",1,4,
"49,432","5,004,347",1,4,
"49,433","5,004,348",1,5,
"49,434","5,004,349",1,5,
"49,435","5,004,350",1,3,
"49,436","5,004,351",1,3,
"49,437","5,004,352",1,4,
"49,438","5,004,353",1,3,
"49,439","5,004,354",1,3,
"49,440","5,004,355",1,3,
"49,441","5,004,356",1,3,
"49,442","5,004,357",1,3,
"49,443","5,004,360",1,5,
"49,444","5,004,358",1,6,
"49,445","5,004,359",1,4,
"49,446","5,004,361",1,3,
"49,447","5,004,362",1,3,
"49,448","5,004,363",1,4,
"49,449","5,004,364",1,6,
"49,450","5,004,365",1,7,
"49,451","5,004,366",1,3,
"49,452","5,004,367",1,3,
"49,453","5,004,368",1,3,
"49,454","5,004,369",1,5,
"49,455","5,004,370",1,5,
"49,456","5,004,370",2,1,
"49,457","5,004,371",1,5,
"49,458","5,004,372",1,5,
"49,459","5,004,372",2,1,
"49,460","5,004,373",1,5,
"49,461","5,004,373",2,1,
"49,462","5,004,374",1,5,
"49,463","5,004,375",1,5,
"49,464","5,004,375",2,1,
"49,465","5,004,377",1,5,
"49,466","5,004,376",1,1,
"49,467","5,004,378",1,5,
"49,468","5,004,378",2,1,
"49,469","5,004,379",1,5,
"49,470","5,004,379",2,1,
"49,471","5,004,380",2,1,
"49,472","5,004,381",1,5,
"49,473","5,004,381",2,1,
"49,474","5,004,382",1,5,
"49,475","5,004,382",2,1,
"49,476","5,004,383",2,1,
"49,477","5,004,384",1,6,
"49,478","5,004,385",1,8,
"49,479","5,004,386",1,5,
"49,480","5,004,387",1,3,
"49,481","5,004,388",1,3,
"49,482","5,004,389",1,4,
"49,483","5,004,390",1,3,
"49,484","5,004,391",1,5,
"49,485","5,004,392",1,5,
"49,486","5,004,393",1,5,
"49,487","5,004,394",1,5,
"49,488","5,004,395",1,5,
"49,489","5,004,396",1,5,
"49,490","5,004,396",2,1,
"49,491","5,004,397",1,5,
"49,492","5,004,397",2,1,
"49,493","5,004,398",1,5,
"49,494","5,004,398",2,1,
"49,495","5,004,399",1,5,
"49,496","5,004,399",2,1,
"49,497","5,004,400",1,5,
"49,498","5,004,400",2,1,
"49,499","5,004,401",1,5,
"49,500","5,004,401",2,1,
"49,501","5,004,402",1,4,
"49,502","5,004,403",1,4,
"49,503","5,004,404",1,4,
"49,504","5,004,405",1,2,
"49,505","5,004,406",1,3,
"49,506","5,004,407",1,4,
"49,507","5,004,408",1,5,
"49,508","5,004,409",1,5,
"49,509","5,004,410",1,5,
"49,510","5,004,411",1,3,
"49,511","5,004,412",1,4,
"49,512","5,004,413",1,2,
"49,513","5,004,414",1,2,
"49,514","5,004,415",1,2,
"49,515","5,004,416",1,2,
"49,516","5,004,417",1,5,
"49,517","5,004,418",1,6,
"49,518","5,004,420",1,5,
"49,519","5,004,419",1,3,
"49,520","5,004,421",1,5,
"49,521","5,004,422",1,5,
"49,522","5,004,423",2,3,
"49,523","5,004,424",1,4,
"49,524","5,004,425",2,2,
"49,525","5,004,426",1,4,
"49,526","5,004,427",2,1,
"49,527","5,004,428",2,2,
"49,528","5,004,429",2,1,
"49,529","5,004,430",2,1,
"49,530","5,004,431",1,4,
"49,531","5,004,432",1,4,
"49,532","5,004,433",1,4,
"49,533","5,004,434",1,4,
"49,534","5,004,435",1,4,
"49,535","5,004,436",1,4,
"49,536","5,004,437",1,4,
"49,537","5,004,438",1,4,
"49,538","5,004,439",1,3,
"49,539","5,004,440",1,4,
"49,540","5,004,441",1,4,
"49,541","5,004,442",1,3,
"49,542","5,004,443",1,3,
"49,543","5,004,444",1,4,
"49,544","5,004,445",1,4,
"49,545","5,004,446",1,5,
"49,546","5,004,447",1,4,
"49,547","5,004,448",1,2,
"49,548","5,004,449",1,3,
"49,549","5,004,450",1,2,
"49,550","5,004,451",1,3,
"49,551","5,004,452",1,3,
"49,552","5,004,453",1,5,
"49,553","5,004,455",1,5,
"49,554","5,004,456",1,5,
"49,555","5,004,457",1,5,
"49,556","5,004,457",2,2,
"49,557","5,004,458",1,5,
"49,558","5,004,459",1,5,
"49,559","5,004,459",2,2,
"49,560","5,004,460",1,5,
"49,561","5,004,460",2,1,
"49,562","5,004,461",1,5,
"49,563","5,004,461",2,1,
"49,564","5,004,462",1,5,
"49,565","5,004,463",1,5,
"49,566","5,004,464",2,1,
"49,567","5,004,465",2,1,
"49,568","5,004,466",1,2,
"49,569","5,004,467",1,2,
"49,570","5,004,468",1,2,
"49,571","5,004,469",1,4,
"49,572","5,004,470",1,2,
"49,573","5,004,471",1,2,
"49,574","5,004,472",1,2,
"49,575","5,004,473",1,3,
"49,576","5,004,474",1,2,
"49,577","5,004,475",1,2,
"49,578","5,004,476",1,2,
"49,579","5,004,477",1,2,
"49,580","5,004,478",1,3,
"49,581","5,004,479",1,3,
"49,582","5,004,481",1,2,
"49,583","5,004,482",1,2,
"49,584","5,004,483",1,2,
"49,585","5,004,484",1,2,
"49,586","5,004,489",1,5,
"49,587","5,004,489",2,2,
"49,588","5,004,488",1,5,
"49,589","5,004,488",2,2,
"49,590","5,004,487",1,5,
"49,591","5,004,487",2,2,
"49,592","5,004,486",1,5,
"49,593","5,004,486",2,2,
"49,594","5,004,485",1,5,
"49,595","5,004,485",2,2,
"49,596","5,004,480",1,5,
"49,597","5,004,480",2,2,
"49,598","5,004,490",1,5,
"49,599","5,004,490",2,2,
"49,600","5,004,491",1,5,
"49,601","5,004,491",2,2,
"49,602","5,004,492",1,5,
"49,603","5,004,492",2,2,
"49,604","5,004,493",1,5,
"49,605","5,004,493",2,2,
"49,606","5,004,494",1,5,
"49,607","5,004,494",2,2,
"49,608","5,004,495",1,5,
"49,609","5,004,495",2,2,
"49,610","5,004,496",1,5,
"49,611","5,004,496",2,2,
"49,612","5,004,497",1,5,
"49,613","5,004,497",2,2,
"49,614","5,004,498",1,5,
"49,615","5,004,498",2,1,
"49,616","5,004,499",1,5,
"49,617","5,004,499",2,1,
"49,618","5,004,500",1,5,
"49,619","5,004,501",1,5,
"49,620","5,004,501",2,1,
"49,621","5,004,502",1,5,
"49,622","5,004,502",2,1,
"49,623","5,004,503",1,5,
"49,624","5,004,503",2,1,
"49,625","5,004,504",1,5,
"49,626","5,004,504",2,1,
"49,627","5,004,505",1,5,
"49,628","5,004,506",2,2,
"49,629","5,004,507",2,2,
"49,630","5,004,508",1,1,
"49,631","5,004,508",2,2,
"49,632","5,004,509",1,1,
"49,633","5,004,509",2,2,
"49,634","5,004,510",1,5,
"49,635","5,004,512",1,4,
"49,636","5,004,517",1,4,
"49,637","5,004,513",1,2,
"49,638","5,004,514",1,2,
"49,639","5,004,515",1,2,
"49,640","5,004,516",1,2,
"49,641","5,004,520",2,2,
"49,642","5,004,521",2,2,
"49,643","5,004,518",1,3,
"49,644","5,004,519",1,3,
"49,645","5,004,522",2,2,
"49,646","5,004,523",2,2,
"49,647","5,004,524",2,2,
"49,648","5,004,525",1,3,
"49,649","5,004,528",1,2,
"49,650","5,004,526",2,2,
"49,651","5,004,527",1,2,
"49,652","5,004,529",1,4,
"49,653","5,004,530",1,2,
"49,654","5,004,531",1,2,
"49,655","5,004,532",1,2,
"49,656","5,004,533",2,2,
"49,657","5,004,534",1,4,
"49,658","5,004,535",1,2,
"49,659","5,004,536",2,2,
"49,660","5,004,537",1,3,
"49,661","5,004,538",1,4,
"49,662","5,004,539",1,2,
"49,663","5,004,540",1,2,
"49,664","5,004,541",1,2,
"49,665","5,004,542",1,2,
"49,666","5,004,543",1,2,
"49,667","5,004,544",1,2,
"49,668","5,004,545",2,1,
"49,669","5,004,546",1,3,
"49,670","5,004,547",1,3,
"49,671","5,004,549",1,3,
"49,672","5,004,548",1,2,
"49,673","5,004,550",1,3,
"49,674","5,004,551",1,3,
"49,675","5,004,552",1,2,
"49,676","5,004,553",1,2,
"49,677","5,004,554",1,2,
"49,678","5,004,555",1,2,
"49,679","5,004,556",1,2,
"49,680","5,004,557",2,1,
"49,681","5,004,558",2,1,
"49,682","5,004,559",1,2,
"49,683","5,004,560",1,2,
"49,684","5,004,561",1,2,
"49,685","5,004,562",1,2,
"49,686","5,004,563",1,2,
"49,687","5,004,564",1,6,
"49,688","5,004,565",1,2,
"49,689","5,004,566",1,2,
"49,690","5,004,567",1,3,
"49,691","5,004,568",1,3,
"49,692","5,004,569",1,3,
"49,693","5,004,570",1,2,
"49,694","5,004,571",1,2,
"49,695","5,004,573",1,2,
"49,696","5,004,572",1,2,
"49,697","5,004,574",1,2,
"49,698","5,004,575",1,4,
"49,699","5,004,576",1,4,
"49,700","5,004,577",1,4,
"49,701","5,004,578",1,7,
"49,702","5,004,580",1,1,
"49,703","5,004,581",1,3,
"49,704","5,004,582",1,3,
"49,705","5,004,583",1,3,
"49,706","5,004,584",1,3,
"49,707","5,004,585",1,4,
"49,708","5,004,586",1,2,
"49,709","5,004,587",1,2,
"49,710","5,004,588",1,2,
"49,711","5,004,589",1,3,
"49,712","5,004,590",1,4,
"49,713","5,004,593",1,3,
"49,714","5,004,591",1,2,
"49,715","5,004,592",1,2,
"49,716","5,004,595",1,3,
"49,717","5,004,596",1,3,
"49,718","5,004,598",1,2,
"49,719","5,004,599",1,3,
"49,720","5,004,600",1,4,
"49,721","5,004,601",1,4,
"49,722","5,004,602",1,6,
"49,723","5,004,603",1,2,
"49,724","5,004,604",1,4,
"49,725","5,004,605",1,4,
"49,726","5,004,606",1,5,
"49,727","5,004,607",1,1,
"49,728","5,004,608",1,4,
"49,729","5,004,609",1,4,
"49,730","5,004,610",1,4,
"49,731","5,004,611",1,4,
"49,732","5,004,612",1,3,
"49,733","5,004,613",1,4,
"49,734","5,004,614",1,3,
"49,735","5,004,615",1,4,
"49,736","5,004,616",1,3,
"49,737","5,004,617",1,6,
"49,738","5,004,618",1,2,
"49,739","5,004,619",1,2,
"49,740","5,004,620",1,2,
"49,741","5,004,622",1,2,
"49,742","5,004,621",1,1,
"49,743","5,004,623",1,2,
"49,744","5,004,624",1,2,
"49,745","5,004,625",1,5,
"49,746","5,004,626",1,2,
"49,747","5,004,627",1,2,
"49,748","5,004,628",1,2,
"49,749","5,004,629",1,3,
"49,750","5,004,630",1,2,
"49,751","5,004,631",1,2,
"49,752","5,004,632",1,1,
"49,753","5,004,633",1,2,
"49,754","5,004,634",1,2,
"49,755","5,004,635",1,2,
"49,756","5,004,636",1,2,
"49,757","5,004,637",1,1,
"49,758","5,004,639",1,11,
"49,759","5,004,640",1,5,
"49,760","5,004,640",2,1,
"49,761","5,004,646",1,6,
"49,762","5,004,642",2,2,
"49,763","5,004,643",1,5,
"49,764","5,004,643",2,1,
"49,765","5,004,644",1,5,
"49,766","5,004,645",1,5,
"49,767","5,004,685",1,2,
"49,768","5,004,686",1,2,
"49,769","5,004,687",1,2,
"49,770","5,004,688",1,2,
"49,771","5,004,647",1,4,
"49,772","5,004,648",1,4,
"49,773","5,004,649",1,5,
"49,774","5,004,650",1,4,
"49,775","5,004,651",1,5,
"49,776","5,004,652",1,4,
"49,777","5,004,653",1,4,
"49,778","5,004,654",1,4,
"49,779","5,004,655",1,4,
"49,780","5,004,656",1,6,
"49,781","5,004,657",1,4,
"49,782","5,004,658",1,4,
"49,783","5,004,659",1,3,
"49,784","5,004,661",1,3,
"49,785","5,004,661",2,1,
"49,786","5,004,662",1,4,
"49,787","5,004,663",1,4,
"49,788","5,004,664",1,2,
"49,789","5,004,665",1,2,
"49,790","5,004,667",1,4,
"49,791","5,004,668",2,1,
"49,792","5,004,669",1,6,
"49,793","5,004,671",1,5,
"49,794","5,004,670",1,5,
"49,795","5,004,672",1,4,
"49,796","5,004,673",1,2,
"49,797","5,004,674",1,5,
"49,798","5,004,675",1,5,
"49,799","5,004,676",1,5,
"49,800","5,004,677",1,5,
"49,801","5,004,678",1,5,
"49,802","5,004,679",1,3,
"49,803","5,004,680",1,5,
"49,804","5,004,681",1,5,
"49,805","5,004,682",1,5,
"49,806","5,004,683",1,5,
"49,807","5,004,684",1,2,
"49,808","5,004,689",1,3,
"49,809","5,004,690",1,3,
"49,810","5,004,691",1,2,
"49,811","5,004,692",1,4,
"49,812","5,004,693",1,2,
"49,813","5,004,695",1,4,
"49,814","5,004,694",1,2,
"49,815","5,004,696",1,2,
"49,816","5,004,697",1,2,
"49,817","5,004,698",1,3,
"49,818","5,004,699",1,2,
"49,819","5,004,700",1,6,
"49,820","5,004,701",1,3,
"49,821","5,004,702",1,2,
"49,822","5,004,703",1,3,
"49,823","5,004,704",2,1,
"49,824","5,004,705",1,2,
"49,825","5,004,706",1,3,
"49,826","5,004,709",1,2,
"49,827","5,004,710",1,5,
"49,828","5,004,711",1,2,
"49,829","5,004,718",1,2,
"49,830","5,004,719",1,2,
"49,831","5,004,720",1,1,
"49,832","5,004,721",1,2,
"49,833","5,004,722",1,2,
"49,834","5,004,723",1,1,
"49,835","5,004,724",1,3,
"49,836","5,004,725",1,3,
"49,837","5,004,726",1,2,
"49,838","5,004,727",1,4,
"49,839","5,004,728",2,2,
"49,840","5,004,729",1,4,
"49,841","5,004,730",1,4,
"49,842","5,004,731",1,4,
"49,843","5,004,732",1,4,
"49,844","5,004,733",1,4,
"49,845","5,004,734",1,5,
"49,846","5,004,735",1,4,
"49,847","5,004,736",1,4,
"49,848","5,004,737",1,4,
"49,849","5,004,738",1,4,
"49,850","5,004,739",1,4,
"49,851","5,004,740",1,2,
"49,852","5,004,741",1,2,
"49,853","5,004,742",2,1,
"49,854","5,004,743",1,2,
"49,855","5,004,744",1,2,
"49,856","5,004,745",1,2,
"49,857","5,004,747",1,1,
"49,858","5,004,748",1,5,
"49,859","5,004,749",1,5,
"49,860","5,004,750",1,5,
"49,861","5,004,754",1,5,
"49,862","5,004,752",1,5,
"49,863","5,004,755",1,5,
"49,864","5,004,756",1,5,
"49,865","5,004,757",1,5,
"49,866","5,004,758",1,5,
"49,867","5,004,759",1,5,
"49,868","5,004,761",1,5,
"49,869","5,004,760",1,5,
"49,870","5,004,762",1,5,
"49,871","5,004,763",1,5,
"49,872","5,004,764",1,5,
"49,873","5,004,765",1,5,
"49,874","5,004,766",1,5,
"49,875","5,004,767",1,5,
"49,876","5,004,768",1,5,
"49,877","5,004,770",1,4,
"49,878","5,004,771",1,7,
"49,879","5,004,772",1,7,
"49,880","5,004,773",1,6,
"49,881","5,004,774",1,6,
"49,882","5,004,775",1,6,
"49,883","5,004,776",1,7,
"49,884","5,004,777",1,5,
"49,885","5,004,778",1,6,
"49,886","5,004,779",1,6,
"49,887","5,004,780",1,4,
"49,888","5,004,782",1,2,
"49,889","5,004,784",1,3,
"49,890","5,004,785",1,3,
"49,891","5,004,786",1,4,
"49,892","5,004,787",1,4,
"49,893","5,004,788",1,2,
"49,894","5,004,789",1,4,
"49,895","5,004,790",1,4,
"49,896","5,004,791",1,10,
"49,897","5,004,792",1,3,
"49,898","5,004,793",1,3,
"49,899","5,004,794",1,4,
"49,900","5,004,795",1,3,
"49,901","5,004,796",1,3,
"49,902","5,004,797",1,4,
"49,903","5,004,798",1,4,
"49,904","5,004,799",1,4,
"49,905","5,004,800",1,3,
"49,906","5,004,801",1,5,
"49,907","5,004,802",1,4,
"49,908","5,004,803",1,9,
"49,909","5,004,804",1,3,
"49,910","5,004,805",1,4,
"49,911","5,004,806",1,4,
"49,912","5,004,807",1,2,
"49,913","5,004,808",1,2,
"49,914","5,004,809",1,2,
"49,915","5,004,810",1,5,
"49,916","5,004,811",1,4,
"49,917","5,004,812",1,4,
"49,918","5,004,813",1,4,
"49,919","5,004,814",1,6,
"49,920","5,004,815",1,2,
"49,921","5,004,816",1,3,
"49,922","5,004,817",1,4,
"49,923","5,004,818",1,3,
"49,924","5,004,819",1,8,
"49,925","5,004,831",1,3,
"49,926","5,004,821",1,3,
"49,927","5,004,822",1,3,
"49,928","5,004,823",1,3,
"49,929","5,004,824",2,2,
"49,930","5,004,825",1,5,
"49,931","5,004,826",1,5,
"49,932","5,004,827",2,1,
"49,933","5,004,828",1,4,
"49,934","5,004,829",1,4,
"49,935","5,004,830",2,1,
"49,936","5,004,832",1,4,
"49,937","5,004,833",1,2,
"49,938","5,004,834",1,4,
"49,939","5,004,835",1,4,
"49,940","5,004,836",1,2,
"49,941","5,004,837",1,4,
"49,942","5,004,838",1,5,
"49,943","5,004,839",1,2,
"49,944","5,004,840",1,5,
"49,945","5,004,841",1,8,
"49,946","5,004,842",1,4,
"49,947","5,004,843",1,4,
"49,948","5,004,844",1,4,
"49,949","5,004,820",1,1,
"49,950","5,004,846",1,2,
"49,951","5,004,847",1,7,
"49,952","5,004,848",1,7,
"49,953","5,004,849",1,4,
"49,954","5,004,850",1,7,
"49,955","5,004,851",1,8,
"49,956","5,004,852",1,3,
"49,957","5,004,853",1,3,
"49,958","5,004,854",1,4,
"49,959","5,004,855",1,4,
"49,960","5,004,856",1,2,
"49,961","5,004,857",1,2,
"49,962","5,004,858",1,4,
"49,963","5,004,859",1,6,
"49,964","5,004,860",1,6,
"49,965","5,004,861",1,4,
"49,966","5,004,862",1,9,
"49,967","5,004,863",1,6,
"49,968","5,004,864",1,5,
"49,969","5,004,865",1,7,
"49,970","5,004,866",1,7,
"49,971","5,004,867",1,2,
"49,972","5,004,868",1,5,
"49,973","5,004,869",1,7,
"49,974","5,004,870",1,5,
"49,975","5,004,871",1,6,
"49,976","5,004,872",1,6,
"49,977","5,004,875",1,3,
"49,978","5,004,874",1,2,
"49,979","5,004,873",1,2,
"49,980","5,004,876",1,6,
"49,981","5,004,877",1,2,
"49,982","5,004,878",1,5,
"49,983","5,004,879",1,2,
"49,984","5,004,880",1,9,
"49,985","5,004,882",1,5,
"49,986","5,004,882",2,1,
"49,987","5,004,883",1,5,
"49,988","5,004,883",2,1,
"49,989","5,004,884",1,5,
"49,990","5,004,884",2,1,
"49,991","5,004,885",1,5,
"49,992","5,004,886",1,5,
"49,993","5,004,887",1,5,
"49,994","5,004,887",2,1,
"49,995","5,004,888",1,5,
"49,996","5,004,889",1,5,
"49,997","5,004,890",1,5,
"49,998","5,004,891",1,6,
"49,999","5,004,891",2,2,
"50,000","5,004,892",1,2,
"50,001","5,004,893",1,2,
"50,002","5,004,894",1,5,
"50,003","5,004,895",1,3,
"50,004","5,004,896",1,4,
"50,005","5,004,897",1,4,
"50,006","5,004,898",1,2,
"50,007","5,004,899",1,2,
"50,008","5,004,900",1,2,
"50,009","5,004,902",1,2,
"50,010","5,004,903",1,8,
"50,011","5,004,904",1,6,
"50,012","5,004,906",1,4,
"50,013","5,004,907",1,6,
"50,014","5,004,908",1,3,
"50,015","5,004,909",1,4,
"50,016","5,004,910",1,4,
"50,017","5,004,911",1,2,
"50,018","5,004,912",1,2,
"50,019","5,004,913",1,2,
"50,020","5,004,914",1,5,
"50,021","5,004,915",1,3,
"50,022","5,004,916",1,3,
"50,023","5,004,917",1,3,
"50,024","5,004,918",1,2,
"50,025","5,004,919",1,6,
"50,026","5,004,920",1,6,
"50,027","5,004,921",1,8,
"50,028","5,004,922",1,2,
"50,029","5,004,923",1,6,
"50,030","5,004,924",1,2,
"50,031","5,004,925",1,2,
"50,032","5,004,926",1,2,
"50,033","5,004,927",1,4,
"50,034","5,004,928",1,5,
"50,035","5,004,928",2,2,
"50,036","5,004,929",1,5,
"50,037","5,004,929",2,1,
"50,038","5,004,930",1,5,
"50,039","5,004,930",2,1,
"50,040","5,004,931",1,5,
"50,041","5,004,931",2,2,
"50,042","5,004,932",1,5,
"50,043","5,004,932",2,2,
"50,044","5,004,933",1,5,
"50,045","5,004,934",1,5,
"50,046","5,004,935",1,5,
"50,047","5,004,935",2,1,
"50,048","5,004,936",1,5,
"50,049","5,004,937",1,5,
"50,050","5,004,937",2,1,
"50,051","5,004,938",1,5,
"50,052","5,004,938",2,1,
"50,053","5,004,939",1,2,
"50,054","5,004,940",1,3,
"50,055","5,004,941",1,2,
"50,056","5,004,942",1,5,
"50,057","5,004,943",1,5,
"50,058","5,004,944",1,5,
"50,059","5,004,944",2,1,
"50,060","5,004,945",1,6,
"50,061","5,004,946",1,5,
"50,062","5,004,947",1,5,
"50,063","5,004,948",1,9,
"50,064","5,004,949",1,6,
"50,065","5,004,950",2,1,
"50,066","5,004,951",1,3,
"50,067","5,004,952",1,4,
"50,068","5,004,953",1,3,
"50,069","5,004,954",1,2,
"50,070","5,004,955",1,3,
"50,071","5,004,956",1,3,
"50,072","5,004,957",1,3,
"50,073","5,004,958",1,5,
"50,074","5,004,959",1,5,
"50,075","5,004,960",1,5,
"50,076","5,004,961",1,5,
"50,077","5,004,961",2,1,
"50,078","5,004,962",1,5,
"50,079","5,004,962",2,1,
"50,080","5,004,963",1,5,
"50,081","5,004,964",1,5,
"50,082","5,004,965",1,2,
"50,083","5,004,966",1,2,
"50,084","5,004,967",1,4,
"50,085","5,004,968",1,5,
"50,086","5,004,968",2,2,
"50,087","5,004,969",2,1,
"50,088","5,004,970",1,5,
"50,089","5,004,970",2,2,
"50,090","5,004,971",1,5,
"50,091","5,004,971",2,2,
"50,092","5,004,972",1,5,
"50,093","5,004,972",2,2,
"50,094","5,004,973",1,5,
"50,095","5,004,973",2,2,
"50,096","5,004,974",1,20,
"50,097","5,004,975",1,5,
"50,098","5,004,975",2,2,
"50,099","5,004,976",1,5,
"50,100","5,004,976",2,2,
"50,101","5,004,977",1,5,
"50,102","5,004,977",2,1,
"50,103","5,004,978",1,3,
"50,104","5,004,979",1,3,
"50,105","5,004,980",1,2,
"50,106","5,004,981",1,2,
"50,107","5,004,982",1,2,
"50,108","5,004,983",1,2,
"50,109","5,004,984",1,10,
"50,110","5,004,985",1,3,
"50,111","5,004,986",1,2,
"50,112","5,004,987",1,2,
"50,113","5,004,988",1,3,
"50,114","5,004,989",1,2,
"50,115","5,004,990",1,5,
"50,116","5,004,991",1,5,
"50,117","5,004,991",2,2,
"50,118","5,004,992",1,5,
"50,119","5,004,992",2,2,
"50,120","5,004,993",1,5,
"50,121","5,004,993",2,1,
"50,122","5,004,994",1,5,
"50,123","5,004,995",1,5,
"50,124","5,004,995",2,1,
"50,125","5,004,996",1,6,
"50,126","5,004,996",2,1,
"50,127","5,004,997",1,4,
"50,128","5,004,998",1,2,
"50,129","5,004,999",1,2,
"50,130","5,005,000",1,5,
"50,131","5,005,000",2,2,
"50,132","5,005,001",1,4,
"50,133","5,005,001",2,1,
"50,134","5,005,002",1,5,
"50,135","5,005,002",2,2,
"50,136","5,005,003",1,5,
"50,137","5,005,003",2,2,
"50,138","5,005,004",1,5,
"50,139","5,005,005",1,5,
"50,140","5,005,006",1,9,
"50,141","5,005,006",2,3,
"50,142","5,005,007",2,3,
"50,143","5,005,008",1,5,
"50,144","5,005,008",2,1,
"50,145","5,005,009",2,1,
"50,146","5,005,010",1,5,
"50,147","5,005,011",2,1,
"50,148","5,005,012",1,4,
"50,149","5,005,013",1,4,
"50,150","5,005,014",1,4,
"50,151","5,005,015",1,4,
"50,152","5,005,016",1,4,
"50,153","5,005,017",1,5,
"50,154","5,005,018",1,5,
"50,155","5,005,019",1,3,
"50,156","5,005,020",2,1,
"50,157","5,005,021",1,2,
"50,158","5,005,023",2,1,
"50,159","5,005,024",2,1,
"50,160","5,005,025",1,9,
"50,161","5,005,025",2,2,
"50,162","5,005,026",1,5,
"50,163","5,005,027",1,7,
"50,164","5,005,029",1,4,
"50,165","5,005,028",1,3,
"50,166","5,005,030",1,4,
"50,167","5,005,031",1,5,
"50,168","5,005,032",1,4,
"50,169","5,005,033",1,5,
"50,170","5,005,034",1,3,
"50,171","5,005,035",1,4,
"50,172","5,005,036",1,4,
"50,173","5,005,037",1,4,
"50,174","5,005,038",1,5,
"50,175","5,005,039",1,5,
"50,176","5,005,040",1,2,
"50,177","5,005,041",1,4,
"50,178","5,005,042",1,5,
"50,179","5,005,043",1,5,
"50,180","5,005,044",1,5,
"50,181","5,005,045",1,5,
"50,182","5,005,046",1,8,
"50,183","5,005,047",1,4,
"50,184","5,005,048",1,3,
"50,185","5,005,049",1,2,
"50,186","5,005,050",1,5,
"50,187","5,005,051",1,5,
"50,188","5,005,052",1,5,
"50,189","5,005,053",1,5,
"50,190","5,005,054",1,5,
"50,191","5,005,055",1,5,
"50,192","5,005,056",1,3,
"50,193","5,005,057",1,3,
"50,194","5,005,058",1,4,
"50,195","5,005,059",1,3,
"50,196","5,005,060",1,5,
"50,197","5,005,061",1,5,
"50,198","5,005,061",2,1,
"50,199","5,005,062",1,5,
"50,200","5,005,062",2,1,
"50,201","5,005,063",1,5,
"50,202","5,005,063",2,1,
"50,203","5,005,064",1,5,
"50,204","5,005,064",2,2,
"50,205","5,005,065",1,5,
"50,206","5,005,066",1,5,
"50,207","5,005,067",1,5,
"50,208","5,005,068",1,5,
"50,209","5,005,068",2,1,
"50,210","5,005,069",1,5,
"50,211","5,005,069",2,1,
"50,212","5,005,070",1,5,
"50,213","5,005,070",2,1,
"50,214","5,005,071",1,1,
"50,215","5,005,071",2,1,
"50,216","5,005,072",1,6,
"50,217","5,005,073",1,6,
"50,218","5,005,074",1,4,
"50,219","5,005,075",1,5,
"50,220","5,005,076",1,3,
"50,221","5,005,077",1,3,
"50,222","5,005,078",1,4,
"50,223","5,005,079",1,4,
"50,224","5,005,080",1,6,
"50,225","5,005,081",1,5,
"50,226","5,005,082",1,5,
"50,227","5,005,083",1,6,
"50,228","5,005,084",1,4,
"50,229","5,005,085",1,6,
"50,230","5,005,086",1,5,
"50,231","5,005,087",1,9,
"50,232","5,005,088",1,18,
"50,233","5,005,089",1,10,
"50,234","5,005,090",1,3,
"50,235","5,005,091",1,3,
"50,236","5,005,092",1,3,
"50,237","5,005,093",1,5,
"50,238","5,005,094",1,3,
"50,239","5,005,095",1,5,
"50,240","5,005,096",1,3,
"50,241","5,005,097",1,2,
"50,242","5,005,098",1,1,
"50,243","5,005,099",1,3,
"50,244","5,005,100",1,3,
"50,245","5,005,101",1,4,
"50,246","5,005,102",1,4,
"50,247","5,005,103",1,4,
"50,248","5,005,104",1,6,
"50,249","5,005,105",1,9,
"50,250","5,005,106",1,7,
"50,251","5,005,107",1,1,
"50,252","5,005,108",1,4,
"50,253","5,005,109",1,5,
"50,254","5,005,110",1,4,
"50,255","5,005,111",1,3,
"50,256","5,005,112",1,7,
"50,257","5,005,113",1,2,
"50,258","5,005,114",1,6,
"50,259","5,005,115",1,5,
"50,260","5,005,116",1,3,
"50,261","5,005,117",1,2,
"50,262","5,005,118",1,5,
"50,263","5,005,119",1,6,
"50,264","5,005,120",1,4,
