OBJECTID,Pole_id,Pole_T_type,Quantity,Note_
44617,2036703,2,1,
44618,2036704,2,1,
44619,2036705,2,1,
44620,2036706,2,1,
44621,2036707,2,1,
44622,2036708,2,1,
44623,2036709,2,1,
44624,2036710,1,5,
44625,2036711,1,3,
44626,2036712,1,1,
44627,2036713,1,5,
44628,2036714,2,1,
44629,2036715,1,5,
44630,2036716,1,5,
44631,2036717,1,5,
44632,2036718,1,5,
44633,2036719,1,5,
44634,2036720,1,5,
44635,2036721,1,5,
44636,2036722,2,1,
44637,2036723,1,5,
44638,2036724,1,5,
44639,2036725,1,5,
44640,2036726,1,5,
44641,2036727,1,5,
44642,2036728,1,5,
44643,2036729,1,5,
44644,2036730,1,5,
44645,2036731,1,5,
44646,2036732,1,5,
44647,2036733,1,5,
44648,2036734,1,5,
44649,2036735,1,5,
44650,2036736,1,5,
44651,2036737,1,5,
44652,2036738,1,5,
44653,2036739,1,5,
44654,2036740,1,5,
44655,2036741,1,5,
44656,2036742,1,5,
44657,2036743,1,5,
44658,2036744,1,5,
44659,2036745,1,5,
44660,2036746,1,5,
44661,2036747,1,5,
44662,2036748,1,5,
44663,2036222,2,2,
44664,2036223,2,3,
44665,2036224,2,2,
44666,2036225,2,2,
44667,2036226,1,18,
44668,2036227,1,5,
44669,2036231,1,2,
44670,2036232,2,2,
44671,2036233,2,1,
44672,2036228,1,6,
44673,2036229,1,6,
44674,2036230,1,4,
44675,2036234,1,2,
44676,2036235,1,2,
44677,2036236,1,4,
44678,2036237,1,4,
44679,2036238,1,4,
44680,2036239,1,7,
44681,2036240,1,4,
44682,2036241,2,2,
44683,2036243,1,2,
44684,2036242,1,4,
44685,2036244,2,1,
44686,2036245,1,4,
44687,2036249,2,1,
44688,2036250,2,1,
44689,2036251,2,1,
44690,2036246,1,4,
44691,2036247,2,1,
44692,2036248,2,1,
44693,2036255,2,1,
44694,2036256,1,3,
44695,2036257,1,6,
44696,2036252,2,1,
44697,2036253,2,1,
44698,2036254,2,1,
44699,2036261,1,3,
44700,2036262,1,3,
44701,2036263,1,3,
44702,2036258,1,8,
44703,2036259,1,6,
44704,2036260,1,4,
44705,2036267,1,4,
44706,2036268,1,3,
44707,2036269,1,3,
44708,2036264,1,3,
44709,2036265,1,3,
44710,2036266,1,2,
44711,2036273,1,2,
44712,2036274,1,1,
44713,2036274,2,1,
44714,2036275,1,3,
44715,2036270,1,3,
44716,2036271,1,3,
44717,2036272,1,4,
44718,2035306,2,1,
44719,2035307,2,1,
44720,2035308,2,2,
44721,2035309,2,2,
44722,2035310,1,3,
44723,2035314,2,1,
44724,2035315,2,1,
44725,2035316,2,1,
44726,2035320,2,1,
44727,2035321,2,1,
44728,2035322,2,1,
44729,2035317,1,1,
44730,2035318,2,1,
44731,2035319,2,1,
44732,2035323,2,1,
44733,2035324,1,2,
44734,2035325,1,5,
44735,2035326,2,1,
44736,2035327,2,2,
44737,2035328,1,3,
44738,2035329,1,3,
44739,2035330,2,2,
44740,2035331,1,2,
44741,2035332,2,1,
44742,2036207,1,4,
44743,2036210,2,1,
44744,2036211,2,1,
44745,2036213,2,1,
44746,2036219,1,5,
44747,2036220,1,4,
44748,2035231,1,2,
44749,2035232,2,1,
44750,2035235,1,2,
44751,2035236,1,4,
44752,2035243,1,1,
44753,2035242,1,1,
44754,2035239,2,1,
44755,2036953,1,6,
44756,2036954,1,7,
44757,2036955,1,8,
44758,2036959,2,1,
44759,2036960,1,3,
44760,2036961,1,5,
44761,2036962,1,4,
44762,2036963,1,9,
44763,2036964,1,5,
44764,2036967,1,5,
44765,2036968,1,4,
44766,2036969,1,6,
44767,2036973,2,2,
44768,2036970,2,1,
44769,2036971,2,1,
44770,2036972,2,1,
44771,2036974,1,6,
44772,2036976,1,8,
44773,2036978,1,3,
44774,2036979,1,4,
44775,2036980,1,4,
44776,2036981,2,1,
44777,2036985,1,2,
44778,2036985,2,1,
44779,2036986,1,1,
44780,2036986,2,1,
44781,2036987,2,1,
44782,2036982,1,7,
44783,2036982,2,1,
44784,2036983,1,2,
44785,2036983,2,1,
44786,2036984,1,2,
44787,2036984,2,1,
44788,2036991,1,1,
44789,2036991,2,1,
44790,2036992,1,1,
44791,2036992,2,1,
44792,2036993,2,1,
44793,2036988,2,1,
44794,2036989,2,1,
44795,2036990,1,2,
44796,2036990,2,1,
44797,2036997,1,2,
44798,2036998,1,4,
44799,2036999,1,6,
44800,2036994,1,6,
44801,2036995,1,7,
44802,2036996,1,4,
44803,2037005,1,2,
44804,2037000,1,5,
44805,2037001,1,2,
44806,2037002,1,4,
44807,2037003,1,2,
44808,2037004,1,2,
44809,2037006,1,6,
44810,2037039,1,5,
44811,2037007,1,5,
44812,2037008,1,8,
44813,2037011,1,1,
44814,2037012,1,13,
44815,2037013,1,7,
44816,2037014,1,2,
44817,2037015,1,4,
44818,2037021,1,3,
44819,2037022,1,3,
44820,2037023,2,1,
44821,2037018,1,2,
44822,2037027,1,2,
44823,2037028,1,2,
44824,2037029,2,1,
44825,2037024,1,4,
44826,2037025,1,2,
44827,2037026,1,2,
44828,2037033,1,10,
44829,2037034,1,5,
44830,2037035,1,3,
44831,2037030,2,1,
44832,2037031,1,4,
44833,2037032,1,5,
44834,2037040,1,4,
44835,2037036,1,8,
44836,2037037,1,5,
44837,2037038,1,2,
44838,2037042,1,2,
44839,2037043,1,6,
44840,2037044,1,3,
44841,2037045,2,2,
44842,2037046,1,2,
44843,2037047,1,2,
44844,2037048,1,4,
44845,2035786,2,2,
44846,2035787,2,3,
44847,2035788,2,2,
44848,2035789,2,3,
44849,2035790,2,1,
44850,2035791,2,2,
44851,2035795,2,3,
44852,2035796,2,3,
44853,2035797,2,1,
44854,2035792,2,2,
44855,2035793,2,2,
44856,2035794,2,3,
44857,2035798,2,5,
44858,2035799,2,2,
44859,2035800,2,3,
44860,2035801,2,2,
44861,2035802,2,2,
44862,2035803,2,2,
44863,2035804,2,2,
44864,2035805,2,2,
44865,2035806,2,2,
44866,2035807,2,2,
44867,2035808,2,2,
44868,2035809,2,4,
44869,2035810,2,2,
44870,2035811,2,2,
44871,2035812,2,2,
44872,2035813,2,3,
44873,2035814,2,3,
44874,2035815,2,3,
44875,2035819,2,2,
44876,2035820,2,3,
44877,2035821,1,2,
44878,2035816,2,1,
44879,2035817,2,1,
44880,2035818,2,2,
44881,2035825,1,4,
44882,2035826,1,5,
44883,2035827,1,2,
44884,2035822,2,1,
44885,2035823,1,4,
44886,2035824,2,2,
44887,2035831,1,7,
44888,2035832,1,4,
44889,2035833,1,3,
44890,2035828,1,2,
44891,2035829,1,4,
44892,2035830,1,4,
44893,2035834,1,4,
44894,2035835,1,6,
44895,2035836,2,2,
44896,2035837,1,4,
44897,2035838,1,4,
44898,2035839,1,8,
44899,2035840,2,4,
44900,2035841,1,11,
44901,2035842,1,2,
44902,2035843,2,1,
44903,2035844,2,1,
44904,2035845,2,1,
44905,2035846,2,2,
44906,2035847,1,6,
44907,2035848,1,3,
44908,2035849,1,3,
44909,2035850,1,3,
44910,2035851,1,5,
44911,2035855,1,4,
44912,2035856,1,5,
44913,2035857,1,4,
44914,2035852,1,4,
44915,2035853,2,1,
44916,2035854,1,5,
44917,2035861,1,4,
44918,2035862,1,2,
44919,2035863,1,4,
44920,2035858,1,7,
44921,2035859,1,6,
44922,2035860,1,4,
44923,2035867,1,3,
44924,2035868,1,2,
44925,2035869,1,3,
44926,2035864,1,4,
44927,2035865,1,3,
44928,2035866,1,3,
44929,2035870,1,4,
44930,2035871,1,4,
44931,2035872,1,4,
44932,2035873,1,2,
44933,2035874,1,4,
44934,2035875,1,4,
44935,2035879,1,4,
44936,2035880,1,4,
44937,2035881,1,2,
44938,2035876,1,5,
44939,2035877,2,1,
44940,2035878,1,4,
44941,2035885,1,2,
44942,2035886,2,1,
44943,2035887,2,1,
44944,2035882,1,4,
44945,2035883,1,5,
44946,2035884,1,4,
44947,2035891,1,4,
44948,2035892,2,1,
44949,2035893,1,4,
44950,2035888,2,1,
44951,2035889,2,1,
44952,2035890,1,3,
44953,2035897,2,1,
44954,2035898,2,1,
44955,2035899,1,2,
44956,2035894,1,4,
44957,2035895,1,4,
44958,2035896,1,3,
44959,2035900,2,1,
44960,2035901,1,2,
44961,2035902,2,2,
44962,2035903,1,2,
44963,2035904,1,4,
44964,2035905,1,4,
44965,2034851,1,7,
44966,2034852,1,4,
44967,2034853,1,3,
44968,2034854,2,1,
44969,2034855,1,2,
44970,2034856,1,5,
44971,2034857,1,5,
44972,2034858,1,5,
44973,2034859,1,6,
44974,2034860,1,2,
44975,2034861,1,2,
44976,2034862,1,5,
44977,2037167,1,4,
44978,2034863,1,2,
44979,2034868,1,4,
44980,2034869,2,1,
44981,2034872,1,4,
44982,2034874,1,4,
44983,2034877,2,1,
44984,2034878,2,2,
44985,2034879,2,2,
44986,2034880,2,2,
44987,2034881,2,2,
44988,2034882,2,1,
44989,2034883,2,1,
44990,2034884,1,2,
44991,2034885,1,10,
44992,2034886,1,3,
44993,2034887,2,1,
44994,2034888,2,1,
44995,2034889,2,1,
44996,2034890,2,1,
44997,2034891,1,4,
44998,2034892,2,2,
44999,2034893,1,4,
45000,2034894,1,4,
45001,2034895,1,3,
45002,2034896,1,3,
45003,2034897,1,4,
45004,2034898,1,3,
45005,2034899,1,3,
45006,2034900,1,3,
45007,2034901,1,4,
45008,2034902,1,4,
45009,2034903,1,4,
45010,2034904,1,2,
45011,2034905,1,5,
45012,2034906,1,2,
45013,2034907,1,2,
45014,2034908,1,3,
45015,2034909,1,2,
45016,2034910,1,4,
45017,2034911,1,2,
45018,2034912,2,7,
45019,2034913,2,1,
45020,2034916,2,2,
45021,2034917,2,3,
45022,2034918,2,3,
45023,2034919,2,3,
45024,2034920,2,5,
45025,2034921,2,1,
45026,2034922,2,1,
45027,2034923,2,3,
45028,2034924,2,3,
45029,2034925,2,2,
45030,2034926,1,4,
45031,2034927,2,2,
45032,2034928,1,4,
45033,2034929,1,4,
45034,2034930,1,4,
45035,2034931,1,4,
45036,2034932,1,4,
45037,2034933,1,4,
45038,2034934,1,4,
45039,2034935,1,4,
45040,2034936,1,4,
45041,2034941,1,5,
45042,2034942,1,4,
45043,2034943,1,4,
45044,2034944,1,5,
45045,2034945,1,4,
45046,2034946,1,4,
45047,2034947,2,1,
45048,2034948,2,2,
45049,2034952,2,1,
45050,2034953,2,2,
45051,2034954,2,1,
45052,2034949,2,1,
45053,2034950,2,1,
45054,2034951,2,1,
45055,2034958,2,1,
45056,2034959,2,1,
45057,2034960,2,1,
45058,2034955,2,1,
45059,2034956,2,2,
45060,2034957,2,1,
45061,2034961,2,1,
45062,2034962,2,1,
45063,2034963,2,1,
45064,2034964,2,1,
45065,2034965,1,4,
45066,2034966,1,4,
45067,2034970,1,4,
45068,2034967,1,2,
45069,2034968,1,4,
45070,2034969,1,4,
45071,2036533,1,10,
45072,2036534,1,5,
45073,2036534,2,2,
45074,2036535,2,5,
45075,2036536,1,10,
45076,2036537,2,1,
45077,2036538,1,4,
45078,2036539,1,5,
45079,2036540,1,4,
45080,2036541,1,2,
45081,2036542,1,2,
45082,2036543,1,2,
45083,2036544,1,1,
45084,2036548,1,3,
45085,2036549,1,4,
45086,2036550,1,3,
45087,2036545,2,1,
45088,2036546,1,3,
45089,2036547,1,2,
45090,2036554,2,1,
45091,2036555,2,1,
45092,2036556,1,4,
45093,2036551,2,1,
45094,2036552,2,1,
45095,2036553,2,1,
45096,2036557,2,1,
45097,2036558,1,4,
45098,2036559,1,4,
45099,2036560,2,1,
45100,2036562,2,1,
45101,2036561,1,5,
45102,2036566,2,1,
45103,2036567,1,4,
45104,2036564,1,2,
45105,2036565,1,2,
45106,2036572,2,2,
45107,2036573,2,1,
45108,2036574,1,4,
45109,2036569,1,4,
45110,2036570,2,1,
45111,2036571,2,1,
45112,2036578,2,1,
45113,2036579,2,1,
45114,2036580,2,1,
45115,2036575,2,1,
45116,2036576,2,1,
45117,2036577,2,1,
45118,2036581,2,4,
45119,2036582,2,1,
45120,2036583,1,2,
45121,2036584,1,4,
45122,2036585,1,5,
45123,2036585,2,1,
45124,2036587,2,3,
45125,2036590,1,5,
45126,2036591,1,5,
45127,2036592,1,5,
45128,2036586,1,2,
45129,2036588,1,12,
45130,2036589,1,5,
45131,2036593,1,5,
45132,2036594,1,5,
45133,2036595,1,5,
45134,2036602,1,4,
45135,2036603,2,2,
45136,2036604,1,4,
45137,2036608,1,3,
45138,2036609,1,5,
45139,2036610,1,3,
45140,2036605,1,3,
45141,2036606,1,6,
45142,2036607,1,5,
45143,2036614,1,3,
45144,2036615,1,2,
45145,2036616,1,3,
45146,2036611,1,4,
45147,2036612,1,3,
45148,2036613,1,5,
45149,2036617,1,3,
45150,2036618,1,3,
45151,2036619,1,2,
45152,2036620,1,3,
45153,2036621,1,4,
45154,2036622,2,2,
45155,2036626,2,4,
45156,2036623,1,4,
45157,2036624,1,3,
45158,2036625,2,2,
45159,2036628,2,6,
45160,2036629,1,2,
45161,2034771,2,3,
45162,2034772,2,2,
45163,2034773,2,1,
45164,2034774,2,1,
45165,2034775,2,1,
45166,2034776,2,3,
45167,2034777,2,1,
45168,2034778,2,1,
45169,2034779,2,1,
45170,2034780,2,3,
45171,2034781,2,1,
45172,2034782,2,1,
45173,2034786,2,2,
45174,2034787,2,1,
45175,2034788,2,1,
45176,2034783,2,1,
45177,2034784,2,3,
45178,2034785,2,1,
45179,2034789,1,1,
45180,2034790,1,1,
45181,2034791,2,1,
45182,2034792,1,2,
45183,2034793,1,2,
45184,2034794,2,1,
45185,2034798,2,1,
45186,2034799,2,1,
45187,2034800,1,4,
45188,2034795,2,2,
45189,2034796,2,1,
45190,2034797,2,1,
45191,2034804,2,1,
45192,2034805,2,1,
45193,2034806,1,2,
45194,2034801,2,2,
45195,2034802,2,1,
45196,2034803,2,1,
45197,2034807,1,2,
45198,2034808,2,2,
45199,2034809,2,1,
45200,2034810,2,2,
45201,2034811,2,1,
45202,2034812,2,1,
45203,2034816,2,1,
45204,2034817,2,1,
45205,2034818,2,1,
45206,2034813,2,1,
45207,2034814,2,1,
45208,2034815,2,2,
45209,2034819,2,1,
45210,2034820,2,1,
45211,2034821,2,1,
45212,2034822,2,1,
45213,2034823,2,1,
45214,2034824,2,1,
45215,2034825,2,1,
45216,2034826,2,1,
45217,2034827,2,1,
45218,2034828,2,1,
45219,2034829,2,1,
45220,2034830,2,1,
45221,2034831,2,1,
45222,2034832,2,1,
45223,2034833,2,1,
45224,2034834,1,5,
45225,2034835,2,2,
45226,2034836,2,1,
45227,2034841,2,1,
45228,2034842,2,1,
45229,2034837,2,1,
45230,2034838,2,1,
45231,2034839,2,1,
45232,2034844,2,1,
45233,2034843,2,2,
45234,2034845,2,1,
45235,2034846,2,1,
45236,2034847,2,1,
45237,2034848,2,1,
45238,2034849,2,1,
45239,2035715,1,10,
45240,2035716,1,5,
45241,2035716,2,1,
45242,2035717,1,4,
45243,2035717,2,1,
45244,2035718,1,2,
45245,2035719,1,2,
45246,2035720,1,5,
45247,2035721,1,4,
45248,2035722,1,2,
45249,2035723,1,4,
45250,2035724,1,6,
45251,2035725,1,6,
45252,2035726,1,5,
45253,2035731,2,1,
45254,2035732,2,2,
45255,2035727,1,6,
45256,2035728,1,4,
45257,2035734,1,3,
45258,2035734,2,2,
45259,2035735,1,4,
45260,2035735,2,2,
45261,2035736,2,1,
45262,2035733,2,3,
45263,2035740,2,2,
45264,2035741,2,2,
45265,2035742,2,3,
45266,2035737,2,2,
45267,2035738,2,1,
45268,2035739,1,3,
45269,2035739,2,1,
45270,2035744,2,2,
45271,2035745,2,2,
45272,2035746,1,5,
45273,2035746,2,1,
45274,2035750,1,2,
45275,2035751,1,2,
45276,2035752,1,4,
45277,2035747,1,4,
45278,2035748,1,5,
45279,2035749,1,5,
45280,2035754,1,1,
45281,2035755,1,3,
45282,2035756,1,9,
45283,2035757,1,4,
45284,2035758,1,3,
45285,2035759,1,5,
45286,2035760,2,1,
45287,2035761,1,2,
45288,2035762,1,4,
45289,2035763,1,4,
45290,2035764,1,3,
45291,2035768,1,2,
45292,2035769,2,1,
45293,2035770,2,2,
45294,2035765,1,1,
45295,2035766,1,2,
45296,2035767,1,3,
45297,2035771,2,1,
45298,2035772,2,1,
45299,2035773,2,1,
45300,2035774,2,1,
45301,2035775,2,1,
45302,2035776,2,2,
45303,2035780,2,1,
45304,2035781,2,1,
45305,2035782,2,1,
45306,2035777,2,1,
45307,2035778,1,4,
45308,2035779,2,1,
45309,2035783,2,2,
45310,2035246,2,3,
45311,2035247,1,5,
45312,2035248,2,3,
45313,2035249,2,3,
45314,2035250,2,2,
45315,2035251,2,3,
45316,2035252,2,5,
45317,2035253,2,3,
45318,2035254,2,2,
45319,2035255,2,3,
45320,2035256,2,3,
45321,2035257,2,3,
45322,2035261,2,2,
45323,2035262,2,2,
45324,2035263,2,1,
45325,2035258,2,2,
45326,2035259,2,2,
45327,2035260,2,2,
45328,2035267,1,4,
45329,2035268,1,4,
45330,2035269,1,4,
45331,2035264,2,2,
45332,2035265,1,5,
45333,2035266,1,2,
45334,2035266,2,2,
45335,2035270,1,3,
45336,2035271,1,6,
45337,2035272,1,5,
45338,2035273,1,3,
45339,2035274,1,4,
45340,2035275,1,4,
45341,2035279,1,5,
45342,2035280,1,5,
45343,2035281,1,3,
45344,2035276,1,3,
45345,2035277,1,5,
45346,2035278,1,6,
45347,2035282,1,2,
45348,2035283,1,4,
45349,2035284,1,5,
45350,2035285,1,2,
45351,2035286,1,12,
45352,2035287,1,7,
45353,2035288,1,5,
45354,2035289,1,4,
45355,2035290,1,6,
45356,2035291,1,4,
45357,2035292,1,4,
45358,2035293,1,4,
45359,2035294,1,3,
45360,2035295,2,1,
45361,2035296,2,1,
45362,2035297,1,5,
45363,2035298,1,4,
45364,2035299,1,2,
45365,2035303,1,4,
45366,2035304,1,1,
45367,2035300,1,4,
45368,2035301,1,4,
45369,2035302,1,4,
45370,2035334,1,9,
45371,2035335,1,5,
45372,2035336,2,2,
45373,2035337,1,2,
45374,2035338,1,2,
45375,2035339,1,2,
45376,2035341,1,3,
45377,2035342,1,4,
45378,2035343,1,2,
45379,2035344,1,2,
45380,2035345,1,2,
45381,2035346,1,2,
45382,2035347,1,2,
45383,2035348,1,2,
45384,2035349,1,3,
45385,2035350,1,4,
45386,2035351,1,4,
45387,2035352,1,3,
45388,2035353,1,3,
45389,2035354,1,4,
45390,2035355,1,4,
45391,2035356,1,4,
45392,2035357,1,4,
45393,2035358,1,4,
45394,2035359,1,4,
45395,2035360,1,4,
45396,2035361,1,4,
45397,2035362,1,9,
45398,2035363,1,3,
45399,2035364,1,4,
45400,2035365,1,5,
45401,2035366,2,5,
45402,2035367,1,7,
45403,2035368,1,7,
45404,2035369,1,7,
45405,2035370,1,5,
45406,2035371,1,5,
45407,2035372,1,4,
45408,2035373,1,3,
45409,2035374,1,3,
45410,2035375,2,4,
45411,2035376,2,1,
45412,2035377,1,2,
45413,2035378,2,1,
45414,2035379,2,1,
45415,2035380,2,1,
45416,2035381,2,1,
45417,2035382,1,2,
45418,2035383,1,2,
45419,2035384,1,1,
45420,2035385,1,2,
45421,2035386,2,1,
45422,2035388,2,3,
45423,2035389,2,7,
45424,2035390,2,2,
45425,2035391,2,2,
45426,2035392,2,2,
45427,2035393,1,3,
45428,2035394,2,3,
45429,2035395,1,3,
45430,2035399,2,2,
45431,2035400,2,2,
45432,2035401,1,2,
45433,2035405,2,2,
45434,2035406,2,1,
45435,2035407,1,2,
45436,2035408,2,2,
45437,2035409,2,5,
45438,2034746,2,1,
45439,2034747,2,1,
45440,2034749,1,3,
45441,2034750,1,4,
45442,2034751,1,1,
45443,2034752,1,2,
45444,2034753,1,4,
45445,2034754,1,5,
45446,2034755,1,2,
45447,2034756,1,4,
45448,2034757,1,5,
45449,2034758,2,1,
45450,2034759,1,6,
45451,2034760,1,2,
45452,2034761,1,5,
45453,2034762,1,3,
45454,2034763,2,1,
45455,2034764,2,1,
45456,2034765,1,2,
45457,2034766,2,1,
45458,2034767,2,1,
45459,2034768,2,1,
45460,2034769,1,2,
45461,2036278,1,14,
45462,2036279,1,9,
45463,2036280,1,6,
45464,2036281,2,3,
45465,2036282,1,5,
45466,2036283,1,5,
45467,2036284,1,4,
45468,2036285,2,2,
45469,2036286,2,1,
45470,2036287,2,1,
45471,2036288,2,1,
45472,2036289,2,1,
45473,2036290,2,1,
45474,2036291,1,2,
45475,2036292,1,2,
45476,2036293,1,3,
45477,2036295,1,2,
45478,2036294,1,2,
45479,2036299,2,1,
45480,2036300,1,5,
45481,2036300,2,1,
45482,2036301,1,5,
45483,2036301,2,1,
45484,2036296,2,2,
45485,2036297,2,2,
45486,2036298,1,2,
45487,2036305,1,2,
45488,2036306,1,2,
45489,2036307,1,2,
45490,2036302,1,2,
45491,2036303,1,2,
45492,2036304,1,2,
45493,2036308,1,2,
45494,2036309,1,4,
45495,2036310,1,4,
45496,2036310,2,1,
45497,2036311,1,4,
45498,2036311,2,1,
45499,2036312,1,4,
45500,2036312,2,2,
45501,2036313,1,4,
45502,2036313,2,3,
45503,2036314,1,4,
45504,2036314,2,2,
45505,2036315,1,4,
45506,2036315,2,1,
45507,2036316,1,4,
45508,2036316,2,2,
45509,2036317,1,4,
45510,2036317,2,2,
45511,2036318,1,4,
45512,2036318,2,2,
45513,2036319,1,5,
45514,2036320,1,2,
45515,2036322,2,1,
45516,2036323,2,1,
45517,2036324,1,7,
45518,2036325,1,3,
45519,2036326,2,1,
45520,2036327,2,1,
45521,2036328,1,3,
45522,2036329,2,1,
45523,2036330,2,1,
45524,2036331,2,1,
45525,2036335,2,1,
45526,2036336,2,1,
45527,2036337,2,1,
45528,2036332,2,1,
45529,2036333,2,1,
45530,2036334,2,1,
45531,2036338,2,1,
45532,2036339,2,2,
45533,2036340,1,2,
45534,2036341,1,3,
45535,2036342,1,3,
45536,2036343,1,4,
45537,2036344,1,5,
45538,2036345,1,3,
45539,2036346,1,3,
45540,2036347,2,1,
45541,2036348,1,4,
45542,2036349,2,2,
45543,2036350,2,2,
45544,2036351,1,4,
45545,2036352,1,6,
45546,2036353,1,6,
45547,2036354,1,4,
45548,2036355,1,6,
45549,2036359,1,7,
45550,2036360,1,6,
45551,2036361,1,6,
45552,2036356,1,4,
45553,2036357,1,4,
45554,2036358,1,5,
45555,2036362,1,1,
45556,2036362,2,1,
45557,2036363,1,2,
45558,2036364,1,3,
45559,2036365,1,2,
45560,2036366,1,6,
45561,2036367,1,2,
45562,2036368,2,2,
45563,2036369,1,4,
45564,2036309,2,1,
45565,2036371,1,4,
45566,2036371,2,1,
45567,2036372,1,4,
45568,2036372,2,1,
45569,2036373,1,4,
45570,2036373,2,1,
45571,2036374,1,4,
45572,2036374,2,1,
45573,2036375,1,4,
45574,2036375,2,1,
45575,2036376,1,4,
45576,2036377,1,4,
45577,2036377,2,2,
45578,2036378,1,4,
45579,2036378,2,2,
45580,2036379,1,4,
45581,2036379,2,1,
45582,2036380,1,4,
45583,2036380,2,1,
45584,2036381,1,16,
45585,2036382,1,2,
45586,2036382,2,2,
45587,2036383,1,4,
45588,2036383,2,1,
45589,2036384,1,4,
45590,2036384,2,1,
45591,2036385,1,4,
45592,2036385,2,1,
45593,2036386,1,6,
45594,2036387,2,1,
45595,2036388,2,1,
45596,2036389,2,2,
45597,2036390,2,1,
45598,2036391,1,4,
45599,2036391,2,1,
45600,2036392,1,4,
45601,2036392,2,1,
45602,2036393,1,4,
45603,2036393,2,1,
45604,2036394,1,4,
45605,2036394,2,1,
45606,2036395,1,4,
45607,2036395,2,1,
45608,2036396,1,4,
45609,2036396,2,1,
45610,2036397,1,4,
45611,2036397,2,1,
45612,5029293,1,5,
45613,5029294,1,2,
45614,5029295,1,3,
45615,5029296,1,2,
45616,5029297,1,2,
45617,5029299,1,9,
45618,5029300,1,9,
45619,5029301,1,9,
45620,5029302,1,4,
45621,5029303,1,6,
45622,5029304,1,6,
45623,5029305,1,3,
45624,5029306,1,2,
45625,5029307,1,5,
45626,5029308,1,2,
45627,5029309,1,4,
45628,5029310,2,2,
45629,5029311,1,7,
45630,5029312,1,4,
45631,5029313,1,5,
45632,5029314,1,6,
45633,5029315,1,5,
45634,5029316,1,5,
45635,5029317,1,7,
45636,5029318,1,3,
45637,5029319,1,5,
45638,5029320,1,6,
45639,5029321,1,5,
45640,5029322,1,6,
45641,5029323,1,8,
45642,5029324,1,7,
45643,5029325,1,5,
45644,5029326,1,4,
45645,5029327,1,4,
45646,5029328,1,5,
45647,5029329,1,6,
45648,5029330,1,3,
45649,5029331,1,3,
45650,5029332,1,4,
45651,5029333,1,4,
45652,5029334,1,3,
45653,5029335,1,6,
45654,5029336,1,6,
45655,5029340,1,3,
45656,5029341,1,5,
45657,5029337,1,3,
45658,5029338,1,3,
45659,5029339,1,4,
45660,5029342,1,3,
45661,5029343,1,6,
45662,5029344,1,3,
45663,5029345,1,5,
45664,5029346,2,2,
45665,5029347,1,4,
45666,5029350,1,4,
45667,5029348,1,2,
45668,5029349,1,2,
45669,5029351,1,3,
45670,5029352,1,8,
45671,5029353,1,4,
45672,5029354,1,3,
45673,5029355,1,5,
45674,5029356,1,2,
45675,5029360,2,1,
45676,5029361,1,3,
45677,5029361,2,1,
45678,5029362,1,4,
45679,5029363,1,4,
45680,5029364,1,4,
45681,5029365,1,6,
45682,5029366,1,4,
45683,5029367,1,3,
45684,5029359,1,3,
45685,5029358,1,4,
45686,5029357,1,4,
45687,5029368,1,5,
45688,5029369,1,7,
45689,5029370,1,6,
45690,5029371,1,8,
45691,5029372,1,5,
45692,5029373,1,7,
45693,5029374,1,5,
45694,5029375,1,4,
45695,5029376,1,4,
45696,5029377,1,5,
45697,5029378,1,4,
45698,5029379,1,5,
45699,5029380,1,8,
45700,5029381,1,4,
45701,5029382,1,5,
45702,5029383,1,3,
45703,5029384,1,8,
45704,5029385,1,5,
45705,5029386,1,6,
45706,5029387,1,5,
45707,5029388,1,5,
45708,5029389,1,4,
45709,5029390,1,5,
45710,5029391,1,5,
45711,5029392,1,6,
45712,5029393,1,6,
45713,5029394,1,5,
45714,5029395,1,5,
45715,5029396,1,4,
45716,5029397,1,5,
45717,5029398,1,2,
45718,5029399,1,2,
45719,5029401,1,7,
45720,5029402,1,6,
45721,5029403,1,6,
45722,5029417,1,17,
45723,5029404,1,4,
45724,5029405,2,4,
45725,5029418,1,7,
45726,5029406,1,2,
45727,5029407,1,3,
45728,5029408,1,2,
45729,5029409,1,3,
45730,5029410,1,4,
38651,1037631,1,3,
38652,1037632,1,2,
38653,1037643,1,1,
38654,1037644,1,1,
38655,1037646,2,2,
38656,1037650,1,1,
38657,1037431,1,1,
38658,1037432,1,1,
38659,1037433,1,1,
38660,1037434,1,1,
38661,1037435,1,1,
38662,1037169,1,9,
38663,1037170,1,5,
38664,1037171,1,2,
38665,1037172,1,2,
38666,1037173,1,4,
38667,1037174,1,5,
38668,1037175,1,5,
38669,1037176,1,3,
38670,1037177,1,4,
38671,1037178,1,2,
38672,1037179,1,2,
38673,1037180,1,3,
38674,1037181,1,2,
38675,1037182,1,2,
38676,1037183,1,3,
38677,1037184,1,3,
38678,1037185,1,3,
38679,1037186,1,2,
38680,1037190,1,9,
38681,1037191,1,2,
38682,1037192,1,4,
38683,1037187,1,2,
38684,1037188,1,2,
38685,1037189,1,6,
38686,1037196,1,2,
38687,1037197,1,4,
38688,1037198,1,4,
38689,1037193,1,2,
38690,1037193,2,1,
38691,1037194,1,2,
38692,1037195,1,2,
38693,1037199,1,5,
38694,1037200,1,5,
38695,1037201,1,5,
38696,1037202,1,2,
38697,1037203,1,2,
38698,1037204,1,2,
38699,1037208,1,4,
38700,1037209,1,4,
